subsecao_id,municipio_id,year
5614.0,5614.0,2018
5614.0,5916.0,2018
5673.0,4081.0,2018
5673.0,4260.0,2018
5673.0,4308.0,2018
5673.0,4529.0,2018
5673.0,4537.0,2018
5673.0,4561.0,2018
5673.0,4588.0,2018
5673.0,4847.0,2018
5673.0,5339.0,2018
5673.0,5452.0,2018
5673.0,5673.0,2018
5673.0,5690.0,2018
5673.0,5711.0,2018
5673.0,5959.0,2018
5673.0,5991.0,2018
6050.0,6009.0,2018
6050.0,6017.0,2018
6050.0,6025.0,2018
6050.0,6041.0,2018
6050.0,6050.0,2018
6050.0,6068.0,2018
6050.0,6076.0,2018
6050.0,6084.0,2018
6050.0,6106.0,2018
6050.0,6114.0,2018
6050.0,6157.0,2018
6050.0,6173.0,2018
6092.0,6033.0,2018
6092.0,6092.0,2018
6130.0,6122.0,2018
6130.0,6130.0,2018
7234.0,7021.0,2018
7234.0,7072.0,2018
7234.0,7234.0,2018
7234.0,7285.0,2018
7234.0,7307.0,2018
7234.0,7501.0,2018
7234.0,7773.0,2018
7234.0,7803.0,2018
7234.0,7846.0,2018
7234.0,8010.0,2018
7234.0,8052.0,2018
7234.0,8087.0,2018
7234.0,8133.0,2018
7234.0,8150.0,2018
7234.0,8176.0,2018
7234.0,8427.0,2018
7234.0,8443.0,2018
7234.0,8460.0,2018
7234.0,8478.0,2018
7234.0,8710.0,2018
7234.0,8753.0,2018
7234.0,9237.0,2018
7234.0,9539.0,2018
7234.0,9598.0,2018
7277.0,7099.0,2018
7277.0,7277.0,2018
7277.0,7293.0,2018
7277.0,7358.0,2018
7277.0,7528.0,2018
7277.0,7536.0,2018
7277.0,7560.0,2018
7277.0,7676.0,2018
7277.0,7749.0,2018
7277.0,7790.0,2018
7277.0,7935.0,2018
7277.0,7986.0,2018
7277.0,8214.0,2018
7277.0,8265.0,2018
7277.0,8338.0,2018
7277.0,8400.0,2018
7277.0,8451.0,2018
7277.0,8532.0,2018
7277.0,8591.0,2018
7277.0,8877.0,2018
7277.0,8931.0,2018
7277.0,9130.0,2018
7277.0,9199.0,2018
7277.0,9253.0,2018
7277.0,9318.0,2018
7277.0,9334.0,2018
7579.0,7013.0,2018
7579.0,7056.0,2018
7579.0,7439.0,2018
7579.0,7579.0,2018
7579.0,7633.0,2018
7579.0,7650.0,2018
7579.0,7757.0,2018
7579.0,7820.0,2018
7579.0,7854.0,2018
7579.0,7870.0,2018
7579.0,7897.0,2018
7579.0,8311.0,2018
7579.0,8346.0,2018
7579.0,8486.0,2018
7579.0,8540.0,2018
7579.0,8559.0,2018
7579.0,8575.0,2018
7579.0,9156.0,2018
7579.0,9350.0,2018
7579.0,9377.0,2018
8036.0,7110.0,2018
8036.0,7242.0,2018
8036.0,7366.0,2018
8036.0,7382.0,2018
8036.0,7480.0,2018
8036.0,7609.0,2018
8036.0,7722.0,2018
8036.0,7862.0,2018
8036.0,8036.0,2018
8036.0,8095.0,2018
