tribunal,secao,subsecao,sede,municipio
TRF3,SP,37ª Subseção,Andradina,paulicéia
TRF3,SP,37ª Subseção,Andradina,são joão do pau d'alho
TRF3,SP,37ª Subseção,Andradina,monte castelo
TRF3,SP,37ª Subseção,Andradina,santa mercedes
TRF3,SP,37ª Subseção,Andradina,nova guataporanga
TRF3,SP,37ª Subseção,Andradina,junqueirópolis
TRF3,SP,37ª Subseção,Andradina,tupi paulista
TRF3,SP,37ª Subseção,Andradina,panorama
TRF3,SP,37ª Subseção,Andradina,ouro verde
TRF3,SP,37ª Subseção,Andradina,dracena 
TRF3,SP,38ª Subseção,Barretos,Barretos
TRF3,SP,38ª Subseção,Barretos,colômbia
TRF3,SP,38ª Subseção,Barretos,guaíra
TRF3,SP,38ª Subseção,Barretos,miguelópolis
TRF3,SP,38ª Subseção,Barretos,jaborandi
TRF3,SP,38ª Subseção,Barretos,colina
TRF3,SP,39ª Subseção,itapeva,itapeva
TRF3,SP,39ª Subseção,itapeva,angatuba
TRF3,SP,39ª Subseção,itapeva,campina do monte alegre
TRF3,SP,39ª Subseção,itapeva,buri
TRF3,SP,39ª Subseção,itapeva,taquarivaí
TRF3,SP,39ª Subseção,itapeva,capão bonito
TRF3,SP,39ª Subseção,itapeva,ribeirão grande
TRF3,SP,39ª Subseção,itapeva,guapiara
TRF3,SP,39ª Subseção,itapeva,ribeirão branco
TRF3,SP,39ª Subseção,itapeva,apiaí
TRF3,SP,39ª Subseção,itapeva,ataóca
TRF3,SP,39ª Subseção,itapeva,ribeira
TRF3,SP,39ª Subseção,itapeva,barra do chapéu
TRF3,SP,39ª Subseção,itapeva,itapirapuã paulista
TRF3,SP,39ª Subseção,itapeva,bom sucesso de itararé
TRF3,SP,39ª Subseção,itapeva,nova campina
TRF3,SP,39ª Subseção,itapeva,itararé
TRF3,SP,39ª Subseção,itapeva,itaberá
TRF3,SP,39ª Subseção,itapeva,riversul
TRF3,SP,39ª Subseção,itapeva,itaporanga
TRF3,SP,39ª Subseção,itapeva,coronel macedo
TRF3,SP,39ª Subseção,itapeva,barão de antonina
TRF3,SP,39ª Subseção,itapeva,taquarituba
TRF3,SP,40ª Subseção,mauá,mauá
TRF3,SP,40ª Subseção,mauá,ribeirão pires
TRF3,SP,41ª Subseção,São Vicente,São Vicente
TRF3,SP,41ª Subseção,São Vicente,praia grande
TRF3,SP,41ª Subseção,São Vicente,mongaguá
TRF3,SP,41ª Subseção,São Vicente,itanhaém
TRF3,SP,41ª Subseção,São Vicente,peruíbe
TRF3,SP,42ª Subseção,Lins,Lins
TRF3,SP,42ª Subseção,Lins,promissão
TRF3,SP,42ª Subseção,Lins,guaiçara
TRF3,SP,42ª Subseção,Lins,sabino
TRF3,SP,42ª Subseção,Lins,cafelândia
TRF3,SP,42ª Subseção,Lins,pongaí
TRF3,SP,42ª Subseção,Lins,guarantã
TRF3,SP,42ª Subseção,Lins,guaimbé
TRF3,SP,42ª Subseção,Lins,getulina
TRF3,SP,43ª Subseção,Limeira,Limeira
TRF3,SP,43ª Subseção,Limeira,leme
TRF3,SP,43ª Subseção,Limeira,mogi guaçu
TRF3,SP,43ª Subseção,Limeira,estiva gerbi
TRF3,SP,43ª Subseção,Limeira,conchal
TRF3,SP,43ª Subseção,Limeira,araras
TRF3,SP,43ª Subseção,Limeira,cordeirópolis
TRF3,SP,43ª Subseção,Limeira,engenheiro coelho
TRF3,SP,43ª Subseção,Limeira,iracemápolis
TRF3,SP,44ª Subseção,Barueiri,Barueiri
TRF3,SP,44ª Subseção,Barueiri,pirapora do bom jesus
TRF3,SP,44ª Subseção,Barueiri,santana de parnaíba
TRF3,SP,44ª Subseção,Barueiri,jandira
TRF3,SP,44ª Subseção,Barueiri,itapevi
TRF3,SP,44ª Subseção,Barueiri,vargem grande paulista
TRF3,SP,44ª Subseção,Barueiri,são roque do canaã
TRF3,SP,44ª Subseção,Barueiri,araçariguama
TRF3,MS,1ª Subseção,Campo Grande,Campo Grande
TRF3,MS,1ª Subseção,Campo Grande,porto murtinho
TRF3,MS,1ª Subseção,Campo Grande,bonito
TRF3,MS,1ª Subseção,Campo Grande,nioaque
TRF3,MS,1ª Subseção,Campo Grande,bodoquena
TRF3,MS,1ª Subseção,Campo Grande,miranda
TRF3,MS,1ª Subseção,Campo Grande,anastácio
TRF3,MS,1ª Subseção,Campo Grande,dois irmãos do buriti
TRF3,MS,1ª Subseção,Campo Grande,sidrolândia
TRF3,MS,1ª Subseção,Campo Grande,terenos
TRF3,MS,1ª Subseção,Campo Grande,aquidauana
TRF3,MS,1ª Subseção,Campo Grande,corguinho
TRF3,MS,1ª Subseção,Campo Grande,rochedo
TRF3,MS,1ª Subseção,Campo Grande,bandeirantes
TRF3,MS,1ª Subseção,Campo Grande,jaraguari
TRF3,MS,1ª Subseção,Campo Grande,ribas do rio pardo
TRF3,MS,1ª Subseção,Campo Grande,camapuã
TRF3,MS,1ª Subseção,Campo Grande,figueirão
TRF3,MS,1ª Subseção,Campo Grande,paraíso das águas
TRF3,MS,2ª Subseção,Dourados,Dourados
TRF3,MS,2ª Subseção,Dourados,maracaju
TRF3,MS,2ª Subseção,Dourados,rio brilhante
TRF3,MS,2ª Subseção,Dourados,itaporã
TRF3,MS,2ª Subseção,Dourados,nova alvorada do sul
TRF3,MS,2ª Subseção,Dourados,douradina
TRF3,MS,2ª Subseção,Dourados,fátima do sul
TRF3,MS,2ª Subseção,Dourados,vicentina
TRF3,MS,2ª Subseção,Dourados,caarapó
TRF3,MS,2ª Subseção,Dourados,glória de dourados
TRF3,MS,2ª Subseção,Dourados,deodápolis
TRF3,MS,2ª Subseção,Dourados,angélica
TRF3,MS,2ª Subseção,Dourados,ivinhema
TRF3,MS,2ª Subseção,Dourados,novo horizonte do sul
TRF3,MS,2ª Subseção,Dourados,nova andradina
TRF3,MS,2ª Subseção,Dourados,taquarussu
TRF3,MS,2ª Subseção,Dourados,batayporã
TRF3,MS,2ª Subseção,Dourados,anaurilândia
TRF3,MS,3ª Subseção,três lagoas,três lagoas
TRF3,MS,3ª Subseção,três lagoas,chapadão do sul
TRF3,MS,3ª Subseção,três lagoas,cassilândia
TRF3,MS,3ª Subseção,três lagoas,água clara
TRF3,MS,3ª Subseção,três lagoas,inocência
TRF3,MS,3ª Subseção,três lagoas,paranaíba
TRF3,MS,3ª Subseção,três lagoas,aparecida do taboado
TRF3,MS,3ª Subseção,três lagoas,selvíria
TRF3,MS,3ª Subseção,três lagoas,brasilândia
TRF3,MS,3ª Subseção,três lagoas,santa rita do pardo
TRF3,MS,3ª Subseção,três lagoas,bataguassu
TRF3,MS,4ª Subseção,corumbá,corumbá
TRF3,MS,4ª Subseção,corumbá,ladario
TRF3,MS,5ª Subseção,ponta porã,ponta porã
TRF3,MS,5ª Subseção,ponta porã,caracol
TRF3,MS,5ª Subseção,ponta porã,bela vista
TRF3,MS,5ª Subseção,ponta porã,jardim
TRF3,MS,5ª Subseção,ponta porã,guia lopes da laguna
TRF3,MS,5ª Subseção,ponta porã,antônio joão
TRF3,MS,5ª Subseção,ponta porã,aral moreira
TRF3,MS,5ª Subseção,ponta porã,laguna carapã
TRF3,MS,5ª Subseção,ponta porã,amambaí
TRF3,MS,5ª Subseção,ponta porã,coronel sapucaia
TRF3,MS,5ª Subseção,ponta porã,paranhos
TRF3,MS,6ª Subseção,naviraí,naviraí
TRF3,MS,6ª Subseção,naviraí,juti
TRF3,MS,6ª Subseção,naviraí,jateí
TRF3,MS,6ª Subseção,naviraí,itaquiraí
TRF3,MS,6ª Subseção,naviraí,iguatemi
TRF3,MS,6ª Subseção,naviraí,tacuru
TRF3,MS,6ª Subseção,naviraí,japorã
TRF3,MS,6ª Subseção,naviraí,eldorado
TRF3,MS,6ª Subseção,naviraí,mundo novo
TRF3,MS,6ª Subseção,naviraí,sete quedas
TRF3,MS,7ª Subseção,coxim,coxim
TRF3,MS,7ª Subseção,coxim,sonora
TRF3,MS,7ª Subseção,coxim,pedro gomes
TRF3,MS,7ª Subseção,coxim,alcinópolis
TRF3,MS,7ª Subseção,coxim,costa rica
TRF3,MS,7ª Subseção,coxim,rio verde de mato grosso
TRF3,MS,7ª Subseção,coxim,são gabriel do oeste
TRF3,MS,7ª Subseção,coxim,rio negro
TRF4,RS,Subseção de Bagé,bagé,Aceguá
TRF4,RS,Subseção de Bagé,bagé,Bagé
TRF4,RS,Subseção de Bagé,bagé,Candiota
TRF4,RS,Subseção de Bagé,bagé,Hulha Negra
TRF4,RS,Subseção de Bagé,bagé,Lavras do Sul
TRF4,RS,Subseção de Bagé,bagé,Pedras Altas
TRF4,RS,Subseção de Bagé,bagé,Pinheiro Machado
TRF4,RS,Subseção de Bagé,bagé,Santana da Boa Vista
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,André da Rocha
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Barão
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Bento Gonçalves
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Boa Vista do Sul
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Carlos Barbosa
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Coronel Pilar
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Cotiporã
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Dois Lajeados
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Fagundes Varela
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Garibaldi
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Guabiju
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Guaporé
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Monte Belo do Sul
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Nova Araçá
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Nova Bassano
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Nova Prata
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Paraí
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Pinto Bandeira
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Protásio Alves
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Santa Teresa
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,São Jorge
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,São Valetim do Sul
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,São Vendelino
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Serafina Côrrea
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Veranópolis
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Vila Flores
TRF4,RS,Subseção de Bento Gonçalves,Bento Gonçalves,Vista Alegre do Prata
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Arroio do Tigre
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Caçapava do Sul
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Cachoeira do Sul
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Cerro Branco
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Encruzilhada do Sul
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Ibarama
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Lagoa Bonita do Sul
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Novo Cabrais
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Paraíso do Sul
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Passa Sete
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Segredo
TRF4,RS,Subseção de Cachoeira do Sul,Cachoeira do Sul,Sobradinho
TRF4,RS,Subseção de Canoas,Canoas,Canoas
TRF4,RS,Subseção de Canoas,Canoas,Esteio
TRF4,RS,Subseção de Canoas,Canoas,Nova Santa Rita
TRF4,RS,Subseção de Canoas,Canoas,Sapucaia do Sul
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Arroio do Sal
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Balneário Pinhal
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Capão da Canoa
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Caraá
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Cidreira
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Dom Pedro de Alcântara
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Imbé
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Itati
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Mampituba
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Maquiné
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Morrinhos do Sul
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Osório
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Terra de Areia
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Torres
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Tramandaí
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Três Cachoeiras
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Três Forquilhas
TRF4,RS,Subseção de Capão da Canoa,Capão da Canoa,Xangri-lá
TRF4,RS,Subseção de Carazinho,Carazinho,Almirante Tamandaré do Sul
TRF4,RS,Subseção de Carazinho,Carazinho,Alpestre
TRF4,RS,Subseção de Carazinho,Carazinho,Alto Alegre
TRF4,RS,Subseção de Carazinho,Carazinho,Barra Funda
TRF4,RS,Subseção de Carazinho,Carazinho,Barros Cassal
TRF4,RS,Subseção de Carazinho,Carazinho,Campos Borges
TRF4,RS,Subseção de Carazinho,Carazinho,Carazinho
TRF4,RS,Subseção de Carazinho,Carazinho,Chapada
TRF4,RS,Subseção de Carazinho,Carazinho,Colorado
TRF4,RS,Subseção de Carazinho,Carazinho,Constantina
TRF4,RS,Subseção de Carazinho,Carazinho,Coqueiros do Sul
TRF4,RS,Subseção de Carazinho,Carazinho,Engenho Velho
TRF4,RS,Subseção de Carazinho,Carazinho,Espumoso
TRF4,RS,Subseção de Carazinho,Carazinho,Fontoura Xavier
TRF4,RS,Subseção de Carazinho,Carazinho,Gramado dos Loureiros
TRF4,RS,Subseção de Carazinho,Carazinho,Ibirapuitã
TRF4,RS,Subseção de Carazinho,Carazinho,Lagoa dos Três Cantos
TRF4,RS,Subseção de Carazinho,Carazinho,Lagoão
TRF4,RS,Subseção de Carazinho,Carazinho,Liberato Salzano
TRF4,RS,Subseção de Carazinho,Carazinho,Mormaço
TRF4,RS,Subseção de Carazinho,Carazinho,Não Me Toque
TRF4,RS,Subseção de Carazinho,Carazinho,Nonoai
TRF4,RS,Subseção de Carazinho,Carazinho,Nova Boa Vista
TRF4,RS,Subseção de Carazinho,Carazinho,Novo Xingu
TRF4,RS,Subseção de Carazinho,Carazinho,Planalto
TRF4,RS,Subseção de Carazinho,Carazinho,Rio dos Índios
TRF4,RS,Subseção de Carazinho,Carazinho,Ronda Alta
TRF4,RS,Subseção de Carazinho,Carazinho,Rondinha
TRF4,RS,Subseção de Carazinho,Carazinho,Saldanha Marinho
TRF4,RS,Subseção de Carazinho,Carazinho,Santa Bárbara do Sul
TRF4,RS,Subseção de Carazinho,Carazinho,Santo Antônio do Planalto
TRF4,RS,Subseção de Carazinho,Carazinho,São José do Herval
TRF4,RS,Subseção de Carazinho,Carazinho,Sarandi
TRF4,RS,Subseção de Carazinho,Carazinho,Selbach
TRF4,RS,Subseção de Carazinho,Carazinho,Soledade
TRF4,RS,Subseção de Carazinho,Carazinho,Tapera
TRF4,RS,Subseção de Carazinho,Carazinho,Tio Hugo
TRF4,RS,Subseção de Carazinho,Carazinho,Três Palmeiras
TRF4,RS,Subseção de Carazinho,Carazinho,Trindade do Sul
TRF4,RS,Subseção de Carazinho,Carazinho,Tunas
TRF4,RS,Subseção de Carazinho,Carazinho,Victor Graef
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Alto Feliz
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Antônio Prado
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Bom Jesus
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Cambará do Sul
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Campestre da Serra
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Canela
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Caxias do Sul
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Esmeralda
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Farroupilha
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Feliz
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Flores da Cunha
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Gramado
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Ipê
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Jaquirana
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Monte Alegre dos Campos
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Muitos Capões
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Nova Pádua
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Nova Petrópolis
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Nova Roma do Sul
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Picada Café
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Pinhal da Serra
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,São Francisco de Paula
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,São José dos Ausentes
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,São Marcos
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Vacaria
TRF4,RS,Subseção de Caxias do Sul,Caxias do Sul,Vale Real
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Boa Vista do Cadeado
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Boa Vista do Incra
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Condor
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Cruz Alta
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Estrela Velha
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Fortaleza dos Valos
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Ibirubá
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Jacuizinho
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Panambi
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Pejuçara
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Quinze de Novembro
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Salto do Jacuí
TRF4,RS,Subseção de Cruz Alta,Cruz Alta,Tupanciretã
TRF4,RS,Subseção de Erechim,Erechim,Aratiba
TRF4,RS,Subseção de Erechim,Erechim,Áurea
TRF4,RS,Subseção de Erechim,Erechim,Barão de Cotegipe
TRF4,RS,Subseção de Erechim,Erechim,Barra do Rio Azul
TRF4,RS,Subseção de Erechim,Erechim,Barracão
TRF4,RS,Subseção de Erechim,Erechim,Benjamin Constant do Sul
TRF4,RS,Subseção de Erechim,Erechim,Cacique Doble
TRF4,RS,Subseção de Erechim,Erechim,Campinas do Sul
TRF4,RS,Subseção de Erechim,Erechim,Carlos Gomes
TRF4,RS,Subseção de Erechim,Erechim,Centenário
TRF4,RS,Subseção de Erechim,Erechim,Charrua
TRF4,RS,Subseção de Erechim,Erechim,Cruzaltense
TRF4,RS,Subseção de Erechim,Erechim,Entre Rios do Sul
TRF4,RS,Subseção de Erechim,Erechim,Erebango
TRF4,RS,Subseção de Erechim,Erechim,Erechim
TRF4,RS,Subseção de Erechim,Erechim,Erval Grande
TRF4,RS,Subseção de Erechim,Erechim,Estação
TRF4,RS,Subseção de Erechim,Erechim,Faxinalzinho
TRF4,RS,Subseção de Erechim,Erechim,Floriano Peixoto
TRF4,RS,Subseção de Erechim,Erechim,Gaurama
TRF4,RS,Subseção de Erechim,Erechim,Getúlio Vargas
TRF4,RS,Subseção de Erechim,Erechim,Ipiranga do Sul
TRF4,RS,Subseção de Erechim,Erechim,Itatiba do Sul
TRF4,RS,Subseção de Erechim,Erechim,Jacutinga
TRF4,RS,Subseção de Erechim,Erechim,Machadinho
TRF4,RS,Subseção de Erechim,Erechim,Marcelino Ramos
TRF4,RS,Subseção de Erechim,Erechim,Mariano Moro
TRF4,RS,Subseção de Erechim,Erechim,Maximiliano de Almeida
TRF4,RS,Subseção de Erechim,Erechim,Paim Filho
TRF4,RS,Subseção de Erechim,Erechim,Paulo Bento
TRF4,RS,Subseção de Erechim,Erechim,Ponte Preta
TRF4,RS,Subseção de Erechim,Erechim,Quatro Irmãos
TRF4,RS,Subseção de Erechim,Erechim,Sananduva
TRF4,RS,Subseção de Erechim,Erechim,Santo Expedito do Sul
TRF4,RS,Subseção de Erechim,Erechim,São João da Urtiga
TRF4,RS,Subseção de Erechim,Erechim,São José do Ouro
TRF4,RS,Subseção de Erechim,Erechim,São Valentim
TRF4,RS,Subseção de Erechim,Erechim,Severiano de Almeida
TRF4,RS,Subseção de Erechim,Erechim,Três Arroios
TRF4,RS,Subseção de Erechim,Erechim,Viadutos
TRF4,RS,Subseção de Gravataí,Gravataí,Cachoeirinha
TRF4,RS,Subseção de Gravataí,Gravataí,Glorinha
TRF4,RS,Subseção de Gravataí,Gravataí,Gravataí
TRF4,RS,Subseção de Gravataí,Gravataí,Santo Antônio da Patrulha
TRF4,RS,Subseção de Ijuí,Ijuí,Ajuricaba
TRF4,RS,Subseção de Ijuí,Ijuí,Augusto Pestana
TRF4,RS,Subseção de Ijuí,Ijuí,Bozano
TRF4,RS,Subseção de Ijuí,Ijuí,Catuípe
TRF4,RS,Subseção de Ijuí,Ijuí,Chiapeta
TRF4,RS,Subseção de Ijuí,Ijuí,Coronel Barros
TRF4,RS,Subseção de Ijuí,Ijuí,Ijuí
TRF4,RS,Subseção de Ijuí,Ijuí,Inhacorá
TRF4,RS,Subseção de Ijuí,Ijuí,Jóia
TRF4,RS,Subseção de Ijuí,Ijuí,Nova Ramada
TRF4,RS,Subseção de Ijuí,Ijuí,Santo Augusto
TRF4,RS,Subseção de Ijuí,Ijuí,São Valério do Sul
TRF4,RS,Subseção de Lajeado,Lajeado,Anta Gorda
TRF4,RS,Subseção de Lajeado,Lajeado,Arroio do Meio
TRF4,RS,Subseção de Lajeado,Lajeado,Arvorezinha
TRF4,RS,Subseção de Lajeado,Lajeado,Bom Retiro do Sul
TRF4,RS,Subseção de Lajeado,Lajeado,Boqueirão do Leão
TRF4,RS,Subseção de Lajeado,Lajeado,Canudos do Vale
TRF4,RS,Subseção de Lajeado,Lajeado,Capitão
TRF4,RS,Subseção de Lajeado,Lajeado,Colinas
TRF4,RS,Subseção de Lajeado,Lajeado,Coqueiro Baixo
TRF4,RS,Subseção de Lajeado,Lajeado,Cruzeiro do Sul
TRF4,RS,Subseção de Lajeado,Lajeado,Doutor Ricardo
TRF4,RS,Subseção de Lajeado,Lajeado,Encantado
TRF4,RS,Subseção de Lajeado,Lajeado,Estrela
TRF4,RS,Subseção de Lajeado,Lajeado,Forquetinha
TRF4,RS,Subseção de Lajeado,Lajeado,Ilópolis
TRF4,RS,Subseção de Lajeado,Lajeado,Imigrante
TRF4,RS,Subseção de Lajeado,Lajeado,Itapuca
TRF4,RS,Subseção de Lajeado,Lajeado,Lajeado
TRF4,RS,Subseção de Lajeado,Lajeado,Marques de Souza
TRF4,RS,Subseção de Lajeado,Lajeado,Muçum
TRF4,RS,Subseção de Lajeado,Lajeado,Nova Bréscia
TRF4,RS,Subseção de Lajeado,Lajeado,Poço das Antas
TRF4,RS,Subseção de Lajeado,Lajeado,Pouso Novo
TRF4,RS,Subseção de Lajeado,Lajeado,Progresso
TRF4,RS,Subseção de Lajeado,Lajeado,Putinga
TRF4,RS,Subseção de Lajeado,Lajeado,Relvado
TRF4,RS,Subseção de Lajeado,Lajeado,Roca Sales
TRF4,RS,Subseção de Lajeado,Lajeado,Santa Clara do Sul
TRF4,RS,Subseção de Lajeado,Lajeado,Sério
TRF4,RS,Subseção de Lajeado,Lajeado,Teutônia
TRF4,RS,Subseção de Lajeado,Lajeado,Travesseiro
TRF4,RS,Subseção de Lajeado,Lajeado,Vespasiano Corrêa
TRF4,RS,Subseção de Lajeado,Lajeado,Westfália
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Araricá
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Bom Princípio
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Campo Bom
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Dois Irmãos
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Estância Velha
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Igrejinha
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Ivoti
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Lindolfo Collor
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Linha Nova
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Morro Reuter
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Nova Hartz
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Novo Hamburgo
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Parobé
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Portão
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Presidente Lucena
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Riozinho
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Rolante
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Santa Maria do Herval
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,São José do Hortêncio
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,São Leopoldo
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,São Sebastião do Caí
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Sapiranga
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Taquara
TRF4,RS,Subseção de Novo Hamburgo,Novo Hamburgo,Três Coroas
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Ametista do Sul
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Barra do Guarita
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Boa Vista das Missões
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Bom Progresso
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Braga
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Caiçara
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Campo Novo
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Cerro Grande
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Coronel Bicaco
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Cristal do Sul
TRF4,RS,Subseção de Palmeira das Missões,Palmeira das Missões,Derrubadas
