municipio_id,comarca_id,subsecao_id
12289.0,11010.0,10774.0
12297.0,12114.0,12114.0
12300.0,11517.0,10570.0
12319.0,11630.0,11592.0
12327.0,11550.0,12114.0
12335.0,11436.0,11592.0
12343.0,11398.0,12190.0
12351.0,11991.0,12114.0
12360.0,10472.0,12190.0
12378.0,11436.0,11592.0
12386.0,11991.0,12114.0
12394.0,10430.0,12190.0
12408.0,11150.0,12190.0
12416.0,10510.0,12190.0
12424.0,10650.0,12190.0
12432.0,10030.0,12190.0
12440.0,11150.0,12190.0
12459.0,10731.0,12190.0
12467.0,11037.0,11592.0
12475.0,11070.0,11533.0
12483.0,10030.0,12190.0
12491.0,11991.0,12114.0
12505.0,10553.0,12114.0
12513.0,11592.0,11592.0
12521.0,12270.0,10774.0
12530.0,10456.0,12114.0
12548.0,11436.0,11592.0
12556.0,10995.0,11592.0
12564.0,11819.0,10774.0
12572.0,11134.0,11533.0
12580.0,11274.0,12190.0
12599.0,10154.0,10774.0
12602.0,12173.0,12114.0
12610.0,10871.0,10570.0
12629.0,10359.0,11592.0
12637.0,10413.0,10774.0
12653.0,11959.0,12190.0
12661.0,11916.0,12190.0
12670.0,10391.0,11533.0
12688.0,10391.0,11533.0
12696.0,10537.0,11533.0
12700.0,11398.0,10774.0
12718.0,10073.0,12190.0
12726.0,12190.0,12190.0
12734.0,11592.0,11592.0
13005.0,13005.0,15598.0
13013.0,14672.0,14478.0
13021.0,13021.0,15270.0
13030.0,13030.0,14290.0
13048.0,14176.0,15598.0
13056.0,13056.0,14117.0
13064.0,13064.0,15598.0
13072.0,13072.0,15679.0
13080.0,15776.0,14290.0
13099.0,14656.0,15598.0
13102.0,13102.0,15679.0
13110.0,14850.0,14478.0
13129.0,15334.0,13897.0
13137.0,13137.0,14532.0
13145.0,13145.0,13897.0
13153.0,13315.0,14478.0
13161.0,13161.0,13897.0
13170.0,15156.0,15857.0
13188.0,13188.0,13897.0
13196.0,13196.0,13897.0
13200.0,14214.0,14532.0
13218.0,13218.0,14532.0
13226.0,13226.0,13897.0
13234.0,13234.0,13897.0
13242.0,13242.0,13897.0
13250.0,13250.0,14478.0
13269.0,13137.0,14532.0
