comarca_id,municipio_id,year
5690.0,5690.0,2018
5711.0,4260.0,2018
5711.0,4847.0,2018
5711.0,5711.0,2018
5738.0,4502.0,2018
5738.0,5738.0,2018
5754.0,4626.0,2018
5754.0,5754.0,2018
5770.0,5770.0,2018
5797.0,4782.0,2018
5797.0,5797.0,2018
5819.0,5819.0,2018
5835.0,5835.0,2018
5851.0,4120.0,2018
5851.0,5851.0,2018
5878.0,4480.0,2018
5878.0,5878.0,2018
5894.0,5894.0,2018
5916.0,4723.0,2018
5916.0,5916.0,2018
5959.0,5959.0,2018
5975.0,5975.0,2018
6017.0,6009.0,2018
6017.0,6017.0,2018
6025.0,6025.0,2018
6033.0,6033.0,2018
6050.0,6050.0,2018
6076.0,6076.0,2018
6092.0,6092.0,2018
6106.0,6084.0,2018
6106.0,6106.0,2018
6114.0,6041.0,2018
6114.0,6068.0,2018
6114.0,6114.0,2018
6122.0,6122.0,2018
6130.0,6130.0,2018
6157.0,6157.0,2018
6173.0,6173.0,2018
7021.0,7021.0,2018
7030.0,7030.0,2018
7056.0,7056.0,2018
7099.0,7099.0,2018
7110.0,7110.0,2018
7110.0,7366.0,2018
7137.0,7137.0,2018
7170.0,7005.0,2018
7170.0,7170.0,2018
7196.0,7196.0,2018
7234.0,7234.0,2018
7234.0,7285.0,2018
7234.0,7501.0,2018
7250.0,7064.0,2018
7250.0,7250.0,2018
7277.0,7277.0,2018
7277.0,7986.0,2018
7293.0,7293.0,2018
7315.0,7315.0,2018
7315.0,7544.0,2018
7315.0,7765.0,2018
7331.0,7331.0,2018
7340.0,7269.0,2018
7340.0,7340.0,2018
7374.0,7374.0,2018
7374.0,8656.0,2018
7390.0,7153.0,2018
7390.0,7390.0,2018
7412.0,7412.0,2018
7439.0,7439.0,2018
7498.0,7498.0,2018
7498.0,7838.0,2018
7510.0,7510.0,2018
7510.0,8737.0,2018
7536.0,7536.0,2018
7552.0,7552.0,2018
7552.0,8230.0,2018
7579.0,7579.0,2018
7579.0,8346.0,2018
7595.0,7595.0,2018
7595.0,8109.0,2018
7617.0,7617.0,2018
7633.0,7633.0,2018
7650.0,7013.0,2018
7650.0,7650.0,2018
7650.0,7757.0,2018
7668.0,7447.0,2018
7668.0,7668.0,2018
7668.0,7927.0,2018
7676.0,7676.0,2018
7676.0,7749.0,2018
7692.0,7692.0,2018
7692.0,8087.0,2018
7714.0,7714.0,2018
7714.0,8524.0,2018
7722.0,7722.0,2018
7730.0,7730.0,2018
7773.0,7773.0,2018
7773.0,8427.0,2018
7773.0,8443.0,2018
7790.0,7790.0,2018
7811.0,7811.0,2018
7854.0,7854.0,2018
7889.0,7080.0,2018
7889.0,7323.0,2018
7889.0,7463.0,2018
7889.0,7781.0,2018
7889.0,7889.0,2018
7897.0,7897.0,2018
7897.0,7919.0,2018
7897.0,8486.0,2018
7935.0,7560.0,2018
7935.0,7706.0,2018
7935.0,7935.0,2018
7951.0,7951.0,2018
7978.0,7978.0,2018
7994.0,7218.0,2018
7994.0,7994.0,2018
8010.0,7200.0,2018
8010.0,8010.0,2018
8028.0,8028.0,2018
8036.0,7242.0,2018
8036.0,7609.0,2018
8036.0,8036.0,2018
8036.0,8621.0,2018
8052.0,8052.0,2018
8079.0,8079.0,2018
8095.0,8095.0,2018
8095.0,8508.0,2018
8117.0,8117.0,2018
8117.0,8362.0,2018
8133.0,7803.0,2018
8133.0,7846.0,2018
8133.0,8133.0,2018
8133.0,8150.0,2018
8176.0,8176.0,2018
