municipio_id,municipio,ibge7,ibge6,estado,estado_id,comarca_id,subsecao_id
-3.0,,,,,,,
-1.0,,,,,,,
3107.0,uiramuta,1400704.0,140070.0,RR,23.0,1478.0,3018.0
3115.0,normandia,1400407.0,140040.0,RR,23.0,1475.0,3018.0
3123.0,pacaraima,1400456.0,140045.0,RR,23.0,1478.0,3018.0
3131.0,sao joao da baliza,1400506.0,140050.0,RR,23.0,1480.0,3018.0
3158.0,sao luiz,1400605.0,140060.0,RR,23.0,1480.0,3018.0
4006.0,goianesia do para,1503093.0,150309.0,PA,14.0,585.0,5614.0
4014.0,abaetetuba,1500107.0,150010.0,PA,14.0,550.0,4278.0
4022.0,tailandia,1507953.0,150795.0,PA,14.0,647.0,5614.0
4030.0,acara,1500206.0,150020.0,PA,14.0,551.0,4278.0
4049.0,bom jesus do tocantins,1501576.0,150157.0,PA,14.0,596.0,4839.0
4057.0,afua,1500305.0,150030.0,PA,14.0,552.0,4278.0
4065.0,sao joao de pirabas,1507474.0,150747.0,PA,14.0,634.0,4472.0
4073.0,alenquer,1500404.0,150040.0,PA,14.0,553.0,5355.0
4081.0,tucuma,1508084.0,150808.0,PA,14.0,650.0,5673.0
4090.0,almeirim,1500503.0,150050.0,PA,14.0,554.0,5355.0
4103.0,mae do rio,1504059.0,150405.0,PA,14.0,595.0,5096.0
4111.0,altamira,1500602.0,150060.0,PA,14.0,555.0,4111.0
4120.0,eldorado dos carajas,1502954.0,150295.0,PA,14.0,,4839.0
4138.0,anajas,1500701.0,150070.0,PA,14.0,556.0,4278.0
4146.0,santa luzia do para,1506559.0,150655.0,PA,14.0,630.0,5096.0
4154.0,ananindeua,1500800.0,150080.0,PA,14.0,557.0,4278.0
4162.0,palestina do para,1505494.0,150549.0,PA,14.0,642.0,4839.0
4170.0,augusto correa,1500909.0,150090.0,PA,14.0,558.0,4472.0
4189.0,ipixuna do para,1503457.0,150345.0,PA,14.0,,5096.0
4197.0,aveiro,1501006.0,150100.0,PA,14.0,590.0,4715.0
4200.0,jacareacanga,1503754.0,150375.0,PA,14.0,592.0,4715.0
4219.0,bagre,1501105.0,150110.0,PA,14.0,568.0,4278.0
4227.0,brasil novo,1501725.0,150172.0,PA,14.0,566.0,4111.0
4235.0,baiao,1501204.0,150120.0,PA,14.0,560.0,4278.0
4243.0,santa barbara do para,1506351.0,150635.0,PA,14.0,563.0,4278.0
4251.0,barcarena,1501303.0,150130.0,PA,14.0,561.0,4278.0
4260.0,agua azul do norte,1500347.0,150034.0,PA,14.0,656.0,5673.0
4278.0,belem,1501402.0,150140.0,PA,14.0,562.0,4278.0
4286.0,trairao,1508050.0,150805.0,PA,14.0,590.0,4715.0
4294.0,benevides,1501501.0,150150.0,PA,14.0,563.0,4278.0
4308.0,pau darco,1505551.0,150555.0,PA,14.0,623.0,5673.0
4316.0,bonito,1501600.0,150160.0,PA,14.0,564.0,4472.0
4324.0,ulianopolis,1508126.0,150812.0,PA,14.0,652.0,5096.0
4332.0,braganca,1501709.0,150170.0,PA,14.0,565.0,4472.0
4340.0,aurora do para,1500958.0,150095.0,PA,14.0,559.0,5096.0
4359.0,breves,1501808.0,150180.0,PA,14.0,568.0,4278.0
4367.0,terra santa,1507979.0,150797.0,PA,14.0,648.0,5355.0
4375.0,bujaru,1501907.0,150190.0,PA,14.0,569.0,4278.0
4383.0,novo progresso,1505031.0,150503.0,PA,14.0,607.0,4715.0
4391.0,cachoeira do arari,1502004.0,150200.0,PA,14.0,570.0,4278.0
4405.0,vitoria do xingu,1508357.0,150835.0,PA,14.0,555.0,4111.0
4413.0,cameta,1502103.0,150210.0,PA,14.0,571.0,4278.0
4421.0,novo repartimento,1505064.0,150506.0,PA,14.0,608.0,5614.0
4430.0,capanema,1502202.0,150220.0,PA,14.0,573.0,4472.0
4448.0,breu branco,1501782.0,150178.0,PA,14.0,567.0,5614.0
4456.0,capitao poco,1502301.0,150230.0,PA,14.0,574.0,5096.0
4464.0,sao domingos do araguaia,1507151.0,150715.0,PA,14.0,637.0,4839.0
4472.0,castanhal,1502400.0,150240.0,PA,14.0,575.0,4472.0
4480.0,nova esperanca do piria,1504950.0,150495.0,PA,14.0,584.0,5096.0
4499.0,chaves,1502509.0,150250.0,PA,14.0,576.0,4278.0
4502.0,abel figueiredo,1500131.0,150013.0,PA,14.0,625.0,4839.0
4510.0,colares,1502608.0,150260.0,PA,14.0,654.0,4278.0
4529.0,cumaru do norte,1502764.0,150276.0,PA,14.0,623.0,5673.0
4537.0,conceicao do araguaia,1502707.0,150270.0,PA,14.0,577.0,5673.0
4545.0,terra alta,1507961.0,150796.0,PA,14.0,581.0,4472.0
4553.0,curralinho,1502806.0,150280.0,PA,14.0,580.0,4278.0
4561.0,floresta do araguaia,1503044.0,150304.0,PA,14.0,577.0,5673.0
4570.0,curuca,1502905.0,150290.0,PA,14.0,581.0,4472.0
4588.0,bannach,1501253.0,150125.0,PA,14.0,624.0,5673.0
4596.0,faro,1503002.0,150300.0,PA,14.0,583.0,5355.0
4600.0,nova ipixuna,1504976.0,150497.0,PA,14.0,596.0,4839.0
4618.0,gurupa,1503101.0,150310.0,PA,14.0,586.0,5355.0
4626.0,placas,1505650.0,150565.0,PA,14.0,653.0,5355.0
4634.0,igarapeacu,1503200.0,150320.0,PA,14.0,587.0,4472.0
4642.0,marituba,1504422.0,150442.0,PA,14.0,599.0,4278.0
4650.0,igarapemiri,1503309.0,150330.0,PA,14.0,588.0,4278.0
4669.0,tracuateua,1508035.0,150803.0,PA,14.0,565.0,4472.0
4677.0,inhangapi,1503408.0,150340.0,PA,14.0,,4472.0
4685.0,quatipuru,1506112.0,150611.0,PA,14.0,622.0,4472.0
4693.0,irituia,1503507.0,150350.0,PA,14.0,589.0,5096.0
4707.0,canaa dos carajas,1502152.0,150215.0,PA,14.0,572.0,4839.0
4715.0,itaituba,1503606.0,150360.0,PA,14.0,590.0,4715.0
4723.0,anapu,1500859.0,150085.0,PA,14.0,,4111.0
4731.0,itupiranga,1503705.0,150370.0,PA,14.0,591.0,4839.0
4740.0,curua,1502855.0,150285.0,PA,14.0,553.0,5355.0
4758.0,jacunda,1503804.0,150380.0,PA,14.0,593.0,5614.0
4766.0,cachoeira do piria,1501956.0,150195.0,PA,14.0,630.0,5096.0
4774.0,juruti,1503903.0,150390.0,PA,14.0,,5355.0
4782.0,picarra,1505635.0,150563.0,PA,14.0,641.0,4839.0
4790.0,limoeiro do ajuru,1504000.0,150400.0,PA,14.0,594.0,4278.0
4804.0,belterra,1501451.0,150145.0,PA,14.0,633.0,5355.0
4812.0,magalhaes barata,1504109.0,150410.0,PA,14.0,587.0,4472.0
4820.0,sao joao da ponta,1507466.0,150746.0,PA,14.0,575.0,4472.0
4839.0,maraba,1504208.0,150420.0,PA,14.0,596.0,4839.0
4847.0,sapucaia,1507755.0,150775.0,PA,14.0,656.0,5673.0
4855.0,maracana,1504307.0,150430.0,PA,14.0,597.0,4472.0
4863.0,mojui dos campos,,,,,,
4871.0,marapanim,1504406.0,150440.0,PA,14.0,598.0,4472.0
4898.0,melgaco,1504505.0,150450.0,PA,14.0,601.0,4278.0
4910.0,mocajuba,1504604.0,150460.0,PA,14.0,602.0,4278.0
4936.0,moju,1504703.0,150470.0,PA,14.0,603.0,4278.0
4952.0,monte alegre,1504802.0,150480.0,PA,14.0,604.0,5355.0
4979.0,muana,1504901.0,150490.0,PA,14.0,605.0,4278.0
4995.0,nova timboteua,1505007.0,150500.0,PA,14.0,606.0,4472.0
5010.0,obidos,1505106.0,150510.0,PA,14.0,609.0,5355.0
5037.0,oeiras do para,1505205.0,150520.0,PA,14.0,610.0,4278.0
5053.0,oriximina,1505304.0,150530.0,PA,14.0,611.0,5355.0
5070.0,ourem,1505403.0,150540.0,PA,14.0,612.0,5096.0
5096.0,paragominas,1505502.0,150550.0,PA,14.0,615.0,5096.0
5118.0,peixeboi,1505601.0,150560.0,PA,14.0,617.0,4472.0
5134.0,ponta de pedras,1505700.0,150570.0,PA,14.0,618.0,4278.0
5150.0,portel,1505809.0,150580.0,PA,14.0,619.0,4278.0
5177.0,porto de moz,1505908.0,150590.0,PA,14.0,620.0,4111.0
5193.0,prainha,1506005.0,150600.0,PA,14.0,621.0,5355.0
5215.0,primavera,1506104.0,150610.0,PA,14.0,622.0,4472.0
5231.0,salinopolis,1506203.0,150620.0,PA,14.0,627.0,4472.0
5258.0,salvaterra,1506302.0,150630.0,PA,14.0,628.0,4278.0
5274.0,santa cruz do arari,1506401.0,150640.0,PA,14.0,570.0,4278.0
5290.0,santa isabel do para,1506500.0,150650.0,PA,14.0,629.0,4278.0
5312.0,santa maria do para,1506609.0,150660.0,PA,14.0,631.0,4472.0
5339.0,santana do araguaia,1506708.0,150670.0,PA,14.0,632.0,5673.0
5355.0,santarem,1506807.0,150680.0,PA,14.0,633.0,5355.0
5371.0,santarem novo,1506906.0,150690.0,PA,14.0,634.0,4472.0
5398.0,santo antonio do taua,1507003.0,150700.0,PA,14.0,635.0,4278.0
5410.0,sao caetano de odivelas,1507102.0,150710.0,PA,14.0,636.0,4278.0
5436.0,sao domingos do capim,1507201.0,150720.0,PA,14.0,638.0,4472.0
5452.0,sao felix do xingu,1507300.0,150730.0,PA,14.0,639.0,5673.0
5479.0,sao francisco do para,1507409.0,150740.0,PA,14.0,640.0,4472.0
5495.0,sao joao do araguaia,1507508.0,150750.0,PA,14.0,642.0,4839.0
5517.0,sao miguel do guama,1507607.0,150760.0,PA,14.0,643.0,5096.0
5533.0,sao sebastiao da boa vista,1507706.0,150770.0,PA,14.0,644.0,4278.0
5550.0,senador jose porfirio,1507805.0,150780.0,PA,14.0,645.0,4111.0
5576.0,soure,1507904.0,150790.0,PA,14.0,646.0,4278.0
5592.0,tomeacu,1508001.0,150800.0,PA,14.0,649.0,4278.0
5614.0,tucurui,1508100.0,150810.0,PA,14.0,651.0,5614.0
5630.0,vigia,1508209.0,150820.0,PA,14.0,654.0,4278.0
5657.0,viseu,1508308.0,150830.0,PA,14.0,655.0,4472.0
5673.0,redencao,1506138.0,150613.0,PA,14.0,623.0,5673.0
5690.0,rio maria,1506161.0,150616.0,PA,14.0,624.0,5673.0
5711.0,xinguara,1508407.0,150840.0,PA,14.0,656.0,5673.0
5738.0,rondon do para,1506187.0,150618.0,PA,14.0,625.0,4839.0
5754.0,uruara,1508159.0,150815.0,PA,14.0,653.0,4111.0
5770.0,medicilandia,1504455.0,150445.0,PA,14.0,600.0,4111.0
5797.0,sao geraldo do araguaia,1507458.0,150745.0,PA,14.0,641.0,4839.0
5819.0,concordia do para,1502756.0,150275.0,PA,14.0,578.0,4278.0
5835.0,parauapebas,1505536.0,150553.0,PA,14.0,616.0,4839.0
5851.0,curionopolis,1502772.0,150277.0,PA,14.0,579.0,4839.0
5878.0,garrafao do norte,1503077.0,150307.0,PA,14.0,584.0,5096.0
5894.0,ruropolis,1506195.0,150619.0,PA,14.0,626.0,5355.0
5916.0,pacaja,1505486.0,150548.0,PA,14.0,614.0,5614.0
5932.0,brejo grande do araguaia,1501758.0,150175.0,PA,14.0,642.0,4839.0
5959.0,ourilandia do norte,1505437.0,150543.0,PA,14.0,613.0,5673.0
5975.0,dom eliseu,1502939.0,150293.0,PA,14.0,582.0,5096.0
5991.0,santa maria das barreiras,1506583.0,150658.0,PA,14.0,577.0,5673.0
6009.0,pracuuba,1600550.0,160055.0,AP,3.0,2020.0,6050.0
6017.0,amapa,1600105.0,160010.0,AP,3.0,2020.0,6050.0
6025.0,porto grande,1600535.0,160053.0,AP,3.0,2027.0,6050.0
6033.0,calcoene,1600204.0,160020.0,AP,3.0,2021.0,6092.0
6041.0,itaubal,1600253.0,160025.0,AP,3.0,2022.0,6050.0
6050.0,macapa,1600303.0,160030.0,AP,3.0,2024.0,6050.0
6068.0,cutias,1600212.0,160021.0,AP,3.0,2022.0,6050.0
6076.0,mazagao,1600402.0,160040.0,AP,3.0,2025.0,6050.0
6084.0,pedra branca do amapari,1600154.0,160015.0,AP,3.0,,6050.0
6092.0,oiapoque,1600501.0,160050.0,AP,3.0,2026.0,6092.0
6106.0,serra do navio,1600055.0,160005.0,AP,3.0,2029.0,6050.0
6114.0,ferreira gomes,1600238.0,160023.0,AP,3.0,2022.0,6050.0
6122.0,vitoria do jari,1600808.0,160080.0,AP,3.0,2031.0,6130.0
6130.0,laranjal do jari,1600279.0,160027.0,AP,3.0,2023.0,6130.0
6157.0,santana,1600600.0,160060.0,AP,3.0,2028.0,6050.0
6173.0,tartarugalzinho,1600709.0,160070.0,AP,3.0,2030.0,6050.0
7005.0,agua doce do maranhao,2100154.0,210015.0,MA,10.0,28.0,9210.0
7013.0,afonso cunha,2100105.0,210010.0,MA,10.0,51.0,7579.0
7021.0,alto alegre do maranhao,2100436.0,210043.0,MA,10.0,,7234.0
7030.0,alcantara,2100204.0,210020.0,MA,10.0,24.0,9210.0
7048.0,alto alegre do pindare,2100477.0,210047.0,MA,10.0,95.0,9210.0
7056.0,aldeias altas,2100303.0,210030.0,MA,10.0,,7579.0
7064.0,apicumacu,2100832.0,210083.0,MA,10.0,,9210.0
7072.0,altamira do maranhao,2100402.0,210040.0,MA,10.0,124.0,7234.0
7080.0,amapa do maranhao,2100550.0,210055.0,MA,10.0,,9210.0
7099.0,alto parnaiba,2100501.0,210050.0,MA,10.0,25.0,7277.0
7102.0,araguana,2100873.0,210087.0,MA,10.0,,9210.0
7110.0,amarante do maranhao,2100600.0,210060.0,MA,10.0,26.0,8036.0
7129.0,bacabeira,2101251.0,210125.0,MA,10.0,92.0,9210.0
7137.0,anajatuba,2100709.0,210070.0,MA,10.0,27.0,9210.0
7145.0,bacurituba,2101350.0,210135.0,MA,10.0,100.0,9210.0
7153.0,anapurus,2100808.0,210080.0,MA,10.0,39.0,9210.0
7161.0,belagua,2101731.0,210173.0,MA,10.0,120.0,9210.0
7170.0,araioses,2100907.0,210090.0,MA,10.0,28.0,9210.0
7188.0,bela vista do maranhao,2101772.0,210177.0,MA,10.0,94.0,9210.0
7196.0,arari,2101004.0,210100.0,MA,10.0,30.0,9210.0
7200.0,bernardo do mearim,2101939.0,210193.0,MA,10.0,63.0,9210.0
7218.0,axixa,2101103.0,210110.0,MA,10.0,62.0,9210.0
7226.0,cachoeira grande,2102374.0,210237.0,MA,10.0,,9210.0
7234.0,bacabal,2101202.0,210120.0,MA,10.0,31.0,7234.0
7242.0,davinopolis,2103752.0,210375.0,MA,10.0,64.0,8036.0
7250.0,bacuri,2101301.0,210130.0,MA,10.0,32.0,9210.0
7269.0,bom jesus das selvas,2102036.0,210203.0,MA,10.0,42.0,9210.0
7277.0,balsas,2101400.0,210140.0,MA,10.0,33.0,7277.0
7285.0,bom lugar,2102077.0,210207.0,MA,10.0,31.0,7234.0
7293.0,barao de grajau,2101509.0,210150.0,MA,10.0,34.0,7277.0
7307.0,brejo de areia,2102150.0,210215.0,MA,10.0,124.0,7234.0
7315.0,barra do corda,2101608.0,210160.0,MA,10.0,35.0,9210.0
7323.0,boa vista do gurupi,2101970.0,210197.0,MA,10.0,,9210.0
7331.0,barreirinhas,2101707.0,210170.0,MA,10.0,36.0,9210.0
7340.0,buriticupu,2102325.0,210232.0,MA,10.0,42.0,9210.0
7358.0,benedito leite,2101806.0,210180.0,MA,10.0,102.0,7277.0
7366.0,buritirana,2102358.0,210235.0,MA,10.0,112.0,8036.0
7374.0,bequimao,2101905.0,210190.0,MA,10.0,37.0,9210.0
7382.0,campestre do maranhao,2102556.0,210255.0,MA,10.0,88.0,8036.0
7390.0,brejo,2102101.0,210210.0,MA,10.0,39.0,9210.0
7404.0,capinzal do norte,2102754.0,210275.0,MA,10.0,99.0,9210.0
7412.0,buriti,2102200.0,210220.0,MA,10.0,40.0,9210.0
7420.0,central do maranhao,2103125.0,210312.0,MA,10.0,73.0,9210.0
7439.0,buriti bravo,2102309.0,210230.0,MA,10.0,41.0,7579.0
7447.0,centro do guilherme,2103158.0,210315.0,MA,10.0,59.0,9210.0
7455.0,cajapio,2102408.0,210240.0,MA,10.0,111.0,9210.0
7463.0,centro novo do maranhao,2103174.0,210317.0,MA,10.0,69.0,9210.0
7471.0,cajari,2102507.0,210250.0,MA,10.0,122.0,9210.0
7480.0,cidelandia,2103257.0,210325.0,MA,10.0,,8036.0
7498.0,candido mendes,2102606.0,210260.0,MA,10.0,43.0,9210.0
7501.0,conceicao do lagoacu,2103554.0,210355.0,MA,10.0,,7234.0
7510.0,cantanhede,2102705.0,210270.0,MA,10.0,44.0,9210.0
7528.0,feira nova do maranhao,2104073.0,210407.0,MA,10.0,91.0,7277.0
7536.0,carolina,2102804.0,210280.0,MA,10.0,45.0,7277.0
7544.0,fernando falcao,2104081.0,210408.0,MA,10.0,,9210.0
7552.0,carutapera,2102903.0,210290.0,MA,10.0,46.0,9210.0
7560.0,formosa da serra negra,2104099.0,210409.0,MA,10.0,60.0,7277.0
7579.0,caxias,2103000.0,210300.0,MA,10.0,47.0,7579.0
7595.0,cedral,2103109.0,210310.0,MA,10.0,48.0,9210.0
7609.0,governador edison lobao,2104552.0,210455.0,MA,10.0,,8036.0
7617.0,chapadinha,2103208.0,210320.0,MA,10.0,49.0,9210.0
7625.0,governador luiz rocha,2104628.0,210462.0,MA,10.0,103.0,9210.0
