comarca_id,comarca,tribunal,estado_id,estado,n_municipios,entrancia,juizes
482,pouso alegre,TJMG,13.0,MG,4.0,3.0,12.0
483,prados,TJMG,13.0,MG,2.0,1.0,1.0
484,prata,TJMG,13.0,MG,1.0,1.0,2.0
485,pratapolis,TJMG,13.0,MG,2.0,1.0,1.0
486,presidente olegario,TJMG,13.0,MG,3.0,1.0,1.0
487,raul soares,TJMG,13.0,MG,2.0,1.0,1.0
488,resende costa,TJMG,13.0,MG,2.0,1.0,1.0
489,resplendor,TJMG,13.0,MG,3.0,1.0,1.0
490,ribeirao das neves,TJMG,13.0,MG,1.0,3.0,14.0
491,rio casca,TJMG,13.0,MG,3.0,1.0,1.0
492,rio novo,TJMG,13.0,MG,3.0,1.0,1.0
493,rio paranaiba,TJMG,13.0,MG,2.0,1.0,1.0
494,rio pardo de minas,TJMG,13.0,MG,3.0,1.0,2.0
495,rio piracicaba,TJMG,13.0,MG,2.0,1.0,1.0
496,rio pomba,TJMG,13.0,MG,3.0,1.0,1.0
497,rio preto,TJMG,13.0,MG,3.0,1.0,1.0
498,rio vermelho,TJMG,13.0,MG,1.0,1.0,1.0
499,sabara,TJMG,13.0,MG,1.0,2.0,6.0
500,sabinopolis,TJMG,13.0,MG,3.0,1.0,1.0
501,sacramento,TJMG,13.0,MG,1.0,2.0,2.0
502,salinas,TJMG,13.0,MG,6.0,1.0,2.0
503,santa barbara,TJMG,13.0,MG,3.0,1.0,2.0
504,santa luzia,TJMG,13.0,MG,1.0,3.0,12.0
505,santa maria do suacui,TJMG,13.0,MG,4.0,1.0,1.0
506,santa rita de caldas,TJMG,13.0,MG,2.0,1.0,1.0
507,santa rita do sapucai,TJMG,13.0,MG,2.0,2.0,3.0
508,santa vitoria,TJMG,13.0,MG,1.0,1.0,1.0
509,santo antonio do monte,TJMG,13.0,MG,2.0,1.0,1.0
510,santos dumont,TJMG,13.0,MG,5.0,2.0,4.0
511,sao domingos do prata,TJMG,13.0,MG,3.0,1.0,1.0
512,sao francisco,TJMG,13.0,MG,3.0,2.0,2.0
513,sao goncalo do sapucai,TJMG,13.0,MG,4.0,2.0,3.0
514,sao gotardo,TJMG,13.0,MG,2.0,1.0,2.0
515,sao joao da ponte,TJMG,13.0,MG,3.0,1.0,2.0
516,sao joao delrei,TJMG,13.0,MG,7.0,3.0,7.0
517,sao joao evangelista,TJMG,13.0,MG,2.0,1.0,1.0
518,sao joao nepomuceno,TJMG,13.0,MG,3.0,2.0,2.0
519,sao lourenco,TJMG,13.0,MG,3.0,2.0,7.0
520,sao romao,TJMG,13.0,MG,2.0,1.0,1.0
521,sao roque de minas,TJMG,13.0,MG,2.0,1.0,1.0
522,sao sebastiao do paraiso,TJMG,13.0,MG,1.0,2.0,7.0
523,senador firmino,TJMG,13.0,MG,3.0,1.0,1.0
524,serro,TJMG,13.0,MG,4.0,1.0,1.0
525,sete lagoas,TJMG,13.0,MG,8.0,3.0,14.0
526,silvianopolis,TJMG,13.0,MG,4.0,1.0,1.0
527,taiobeiras,TJMG,13.0,MG,3.0,1.0,1.0
528,tarumirim,TJMG,13.0,MG,4.0,1.0,1.0
529,teixeiras,TJMG,13.0,MG,2.0,1.0,1.0
530,teofilo otoni,TJMG,13.0,MG,7.0,3.0,12.0
531,timoteo,TJMG,13.0,MG,3.0,3.0,5.0
532,tiros,TJMG,13.0,MG,1.0,1.0,1.0
533,tombos,TJMG,13.0,MG,2.0,1.0,1.0
534,tres coracoes,TJMG,13.0,MG,3.0,2.0,7.0
535,tres marias,TJMG,13.0,MG,1.0,1.0,2.0
536,tres pontas,TJMG,13.0,MG,2.0,2.0,4.0
537,tupaciguara,TJMG,13.0,MG,2.0,1.0,2.0
538,turmalina,TJMG,13.0,MG,2.0,1.0,1.0
539,uba,TJMG,13.0,MG,4.0,2.0,6.0
540,uberaba,TJMG,13.0,MG,5.0,3.0,28.0
541,uberlandia,TJMG,13.0,MG,1.0,3.0,38.0
542,unai,TJMG,13.0,MG,2.0,2.0,6.0
543,varginha,TJMG,13.0,MG,2.0,3.0,10.0
544,varzea da palma,TJMG,13.0,MG,2.0,2.0,2.0
545,vazante,TJMG,13.0,MG,2.0,1.0,2.0
546,vespasiano,TJMG,13.0,MG,2.0,2.0,6.0
547,vicosa,TJMG,13.0,MG,6.0,2.0,6.0
548,virginopolis,TJMG,13.0,MG,6.0,1.0,1.0
549,visconde do rio branco,TJMG,13.0,MG,3.0,2.0,4.0
550,abaetetuba,TJPA,14.0,PA,1.0,,
551,acara,TJPA,14.0,PA,1.0,,
552,afua,TJPA,14.0,PA,1.0,,
553,alenquer,TJPA,14.0,PA,2.0,,
554,almeirim,TJPA,14.0,PA,1.0,,
555,altamira,TJPA,14.0,PA,2.0,,
556,anajas,TJPA,14.0,PA,1.0,,
557,ananindeua,TJPA,14.0,PA,1.0,,
558,augusto correa,TJPA,14.0,PA,1.0,,
559,aurora do para,TJPA,14.0,PA,1.0,,
560,baiao,TJPA,14.0,PA,1.0,,
561,barcarena,TJPA,14.0,PA,1.0,,
562,belem,TJPA,14.0,PA,1.0,,
563,benevides,TJPA,14.0,PA,2.0,,
564,bonito,TJPA,14.0,PA,1.0,,
565,braganca,TJPA,14.0,PA,2.0,,
566,brasil novo,TJPA,14.0,PA,1.0,,
567,breu branco,TJPA,14.0,PA,1.0,,
568,breves,TJPA,14.0,PA,2.0,,
569,bujaru,TJPA,14.0,PA,1.0,,
570,cachoeira do arari,TJPA,14.0,PA,2.0,,
571,cameta,TJPA,14.0,PA,1.0,,
572,canaa dos carajas,TJPA,14.0,PA,1.0,,
573,capanema,TJPA,14.0,PA,1.0,,
574,capitao poco,TJPA,14.0,PA,1.0,,
575,castanhal,TJPA,14.0,PA,2.0,,
576,chaves,TJPA,14.0,PA,1.0,,
577,conceicao do araguaia,TJPA,14.0,PA,3.0,,
578,concordia do para,TJPA,14.0,PA,1.0,,
579,curionopolis,TJPA,14.0,PA,1.0,,
580,curralinho,TJPA,14.0,PA,1.0,,
581,curuca,TJPA,14.0,PA,2.0,,
582,dom eliseu,TJPA,14.0,PA,1.0,,
583,faro,TJPA,14.0,PA,1.0,,
584,garrafao do norte,TJPA,14.0,PA,2.0,,
585,goianesia do para,TJPA,14.0,PA,1.0,,
586,gurupa,TJPA,14.0,PA,1.0,,
587,igarapeacu,TJPA,14.0,PA,2.0,,
588,igarapemiri,TJPA,14.0,PA,1.0,,
589,irituia,TJPA,14.0,PA,1.0,,
590,itaituba,TJPA,14.0,PA,3.0,,
591,itupiranga,TJPA,14.0,PA,1.0,,
592,jacareacanga,TJPA,14.0,PA,1.0,,
593,jacunda,TJPA,14.0,PA,1.0,,
594,limoeiro do ajuru,TJPA,14.0,PA,1.0,,
595,mae do rio,TJPA,14.0,PA,1.0,,
596,maraba,TJPA,14.0,PA,3.0,,
597,maracana,TJPA,14.0,PA,1.0,,
598,marapanim,TJPA,14.0,PA,1.0,,
599,marituba,TJPA,14.0,PA,1.0,,
600,medicilandia,TJPA,14.0,PA,1.0,,
601,melgaco,TJPA,14.0,PA,1.0,,
602,mocajuba,TJPA,14.0,PA,1.0,,
603,moju,TJPA,14.0,PA,1.0,,
604,monte alegre,TJPA,14.0,PA,1.0,,
605,muana,TJPA,14.0,PA,1.0,,
606,nova timboteua,TJPA,14.0,PA,1.0,,
607,novo progresso,TJPA,14.0,PA,1.0,,
608,novo repartimento,TJPA,14.0,PA,1.0,,
609,obidos,TJPA,14.0,PA,1.0,,
610,oeiras do para,TJPA,14.0,PA,1.0,,
611,oriximina,TJPA,14.0,PA,1.0,,
612,ourem,TJPA,14.0,PA,1.0,,
613,ourilandia do norte,TJPA,14.0,PA,1.0,,
614,pacaja,TJPA,14.0,PA,1.0,,
615,paragominas,TJPA,14.0,PA,1.0,,
616,parauapebas,TJPA,14.0,PA,1.0,,
617,peixeboi,TJPA,14.0,PA,1.0,,
618,ponta de pedras,TJPA,14.0,PA,1.0,,
619,portel,TJPA,14.0,PA,1.0,,
620,porto de moz,TJPA,14.0,PA,1.0,,
621,prainha,TJPA,14.0,PA,1.0,,
622,primavera,TJPA,14.0,PA,2.0,,
623,redencao,TJPA,14.0,PA,3.0,,
624,rio maria,TJPA,14.0,PA,2.0,,
625,rondon do para,TJPA,14.0,PA,2.0,,
626,ruropolis,TJPA,14.0,PA,1.0,,
627,salinopolis,TJPA,14.0,PA,1.0,,
628,salvaterra,TJPA,14.0,PA,1.0,,
629,santa isabel do para,TJPA,14.0,PA,1.0,,
630,santa luzia do para,TJPA,14.0,PA,2.0,,
631,santa maria do para,TJPA,14.0,PA,1.0,,
632,santana do araguaia,TJPA,14.0,PA,1.0,,
633,santarem,TJPA,14.0,PA,2.0,,
634,santarem novo,TJPA,14.0,PA,2.0,,
635,santo antonio do taua,TJPA,14.0,PA,1.0,,
636,sao caetano de odivelas,TJPA,14.0,PA,1.0,,
637,sao domingos do araguaia,TJPA,14.0,PA,1.0,,
638,sao domingos do capim,TJPA,14.0,PA,1.0,,
639,sao felix do xingu,TJPA,14.0,PA,1.0,,
640,sao francisco do para,TJPA,14.0,PA,1.0,,
641,sao geraldo do araguaia,TJPA,14.0,PA,2.0,,
642,sao joao do araguaia,TJPA,14.0,PA,3.0,,
643,sao miguel do guama,TJPA,14.0,PA,1.0,,
644,sao sebastiao da boa vista,TJPA,14.0,PA,1.0,,
645,senador jose porfirio,TJPA,14.0,PA,1.0,,
646,soure,TJPA,14.0,PA,1.0,,
647,tailandia,TJPA,14.0,PA,1.0,,
648,terra santa,TJPA,14.0,PA,1.0,,
649,tomeacu,TJPA,14.0,PA,1.0,,
650,tucuma,TJPA,14.0,PA,1.0,,
651,tucurui,TJPA,14.0,PA,1.0,,
652,ulianopolis,TJPA,14.0,PA,1.0,,
653,uruara,TJPA,14.0,PA,2.0,,
654,vigia,TJPA,14.0,PA,2.0,,
655,viseu,TJPA,14.0,PA,1.0,,
656,xinguara,TJPA,14.0,PA,3.0,,
657,agua branca,TJPB,15.0,PB,3.0,,
658,alagoa grande,TJPB,15.0,PB,2.0,,
659,alagoa nova,TJPB,15.0,PB,2.0,,
660,alagoinha,TJPB,15.0,PB,2.0,,
661,alhandra,TJPB,15.0,PB,2.0,,
662,aracagi,TJPB,15.0,PB,1.0,,
663,arara,TJPB,15.0,PB,2.0,,
664,araruna,TJPB,15.0,PB,3.0,,
665,areia,TJPB,15.0,PB,1.0,,
666,aroeiras,TJPB,15.0,PB,2.0,,
667,bananeiras,TJPB,15.0,PB,1.0,,
668,barra de santa rosa,TJPB,15.0,PB,2.0,,
669,bayeux,TJPB,15.0,PB,1.0,,
670,belem,TJPB,15.0,PB,2.0,,
671,bonito de santa fe,TJPB,15.0,PB,2.0,,
672,boqueirao,TJPB,15.0,PB,4.0,,
673,brejo do cruz,TJPB,15.0,PB,3.0,,
674,caapora,TJPB,15.0,PB,2.0,,
675,cabaceiras,TJPB,15.0,PB,3.0,,
676,cabedelo,TJPB,15.0,PB,1.0,,
677,caicara,TJPB,15.0,PB,2.0,,
678,cajazeiras,TJPB,15.0,PB,3.0,,
679,campina grande,TJPB,15.0,PB,4.0,,
680,catole do rocha,TJPB,15.0,PB,6.0,,
681,conceicao,TJPB,15.0,PB,4.0,,
682,coremas,TJPB,15.0,PB,1.0,,
683,cruz do espirito santo,TJPB,15.0,PB,1.0,,
684,cuite,TJPB,15.0,PB,2.0,,
685,esperanca,TJPB,15.0,PB,4.0,,
686,guarabira,TJPB,15.0,PB,3.0,,
687,gurinhem,TJPB,15.0,PB,2.0,,
688,inga,TJPB,15.0,PB,4.0,,
689,itabaiana,TJPB,15.0,PB,4.0,,
690,itaporanga,TJPB,15.0,PB,7.0,,
691,jacarau,TJPB,15.0,PB,4.0,,
692,joao pessoa,TJPB,15.0,PB,1.0,,
693,juazeirinho,TJPB,15.0,PB,6.0,,
694,lucena,TJPB,15.0,PB,1.0,,
695,mamanguape,TJPB,15.0,PB,5.0,,
696,mari,TJPB,15.0,PB,1.0,,
697,monteiro,TJPB,15.0,PB,4.0,,
698,patos,TJPB,15.0,PB,8.0,,
699,paulista,TJPB,15.0,PB,1.0,,
700,pedras de fogo,TJPB,15.0,PB,1.0,,
701,pianco,TJPB,15.0,PB,6.0,,
702,picui,TJPB,15.0,PB,5.0,,
703,pilar,TJPB,15.0,PB,3.0,,
704,piloes,TJPB,15.0,PB,1.0,,
705,pirpirituba,TJPB,15.0,PB,4.0,,
706,pocinhos,TJPB,15.0,PB,2.0,,
707,pombal,TJPB,15.0,PB,5.0,,
708,prata,TJPB,15.0,PB,2.0,,
709,princesa isabel,TJPB,15.0,PB,4.0,,
710,queimadas,TJPB,15.0,PB,3.0,,
711,remigio,TJPB,15.0,PB,2.0,,
712,rio tinto,TJPB,15.0,PB,3.0,,
713,santa luzia,TJPB,15.0,PB,5.0,,
714,santa rita,TJPB,15.0,PB,1.0,,
715,santana dos garrotes,TJPB,15.0,PB,2.0,,
716,sao bento,TJPB,15.0,PB,1.0,,
717,sao joao do cariri,TJPB,15.0,PB,3.0,,
718,sao joao do rio do peixe,TJPB,15.0,PB,5.0,,
719,sao jose de piranhas,TJPB,15.0,PB,2.0,,
720,sao mamede,TJPB,15.0,PB,1.0,,
721,sape,TJPB,15.0,PB,3.0,,
722,serra branca,TJPB,15.0,PB,4.0,,
723,serraria,TJPB,15.0,PB,2.0,,
724,solanea,TJPB,15.0,PB,1.0,,
725,soledade,TJPB,15.0,PB,5.0,,
726,sousa,TJPB,15.0,PB,9.0,,
727,sume,TJPB,15.0,PB,3.0,,
728,taperoa,TJPB,15.0,PB,4.0,,
729,teixeira,TJPB,15.0,PB,5.0,,
730,uirauna,TJPB,15.0,PB,2.0,,
731,umbuzeiro,TJPB,15.0,PB,3.0,,
732,alto parana,TJPR,16.0,PR,3.0,,
733,alto piquiri,TJPR,16.0,PR,2.0,,
734,altonia,TJPR,16.0,PR,2.0,,
735,andira,TJPR,16.0,PR,3.0,,
736,antonina,TJPR,16.0,PR,2.0,,
737,apucarana,TJPR,16.0,PR,3.0,,
738,arapongas,TJPR,16.0,PR,2.0,,
739,arapoti,TJPR,16.0,PR,1.0,,
740,assai,TJPR,16.0,PR,3.0,,
741,assis chateaubriand,TJPR,16.0,PR,2.0,,
742,astorga,TJPR,16.0,PR,3.0,,
743,bandeirantes,TJPR,16.0,PR,2.0,,
744,barbosa ferraz,TJPR,16.0,PR,2.0,,
745,barracao,TJPR,16.0,PR,3.0,,
746,bela vista do paraiso,TJPR,16.0,PR,2.0,,
747,bocaiuva do sul,TJPR,16.0,PR,3.0,,
748,cambara,TJPR,16.0,PR,1.0,,
749,cambe,TJPR,16.0,PR,1.0,,
750,campina da lagoa,TJPR,16.0,PR,3.0,,
751,campo mourao,TJPR,16.0,PR,4.0,,
752,candido de abreu,TJPR,16.0,PR,1.0,,
753,cantagalo,TJPR,16.0,PR,3.0,,
754,capanema,TJPR,16.0,PR,3.0,,
755,capitao leonidas marques,TJPR,16.0,PR,3.0,,
756,carlopolis,TJPR,16.0,PR,1.0,,
757,cascavel,TJPR,16.0,PR,3.0,,
758,castro,TJPR,16.0,PR,2.0,,
759,catanduvas,TJPR,16.0,PR,3.0,,
760,centenario do sul,TJPR,16.0,PR,3.0,,
761,cerro azul,TJPR,16.0,PR,2.0,,
762,chopinzinho,TJPR,16.0,PR,1.0,,
763,cianorte,TJPR,16.0,PR,6.0,,
764,cidade gaucha,TJPR,16.0,PR,5.0,,
765,clevelandia,TJPR,16.0,PR,2.0,,
766,colorado,TJPR,16.0,PR,4.0,,
767,congonhinhas,TJPR,16.0,PR,2.0,,
768,corbelia,TJPR,16.0,PR,4.0,,
769,cornelio procopio,TJPR,16.0,PR,3.0,,
770,coronel vivida,TJPR,16.0,PR,2.0,,
771,cruzeiro do oeste,TJPR,16.0,PR,4.0,,
772,curitiba,TJPR,16.0,PR,1.0,,
773,curiuva,TJPR,16.0,PR,3.0,,
774,dois vizinhos,TJPR,16.0,PR,4.0,,
775,engenheiro beltrao,TJPR,16.0,PR,3.0,,
776,faxinal,TJPR,16.0,PR,3.0,,
777,formosa do oeste,TJPR,16.0,PR,2.0,,
778,foz do iguacu,TJPR,16.0,PR,2.0,,
779,francisco beltrao,TJPR,16.0,PR,3.0,,
780,goioere,TJPR,16.0,PR,4.0,,
781,grandes rios,TJPR,16.0,PR,3.0,,
782,guaira,TJPR,16.0,PR,1.0,,
783,guaraniacu,TJPR,16.0,PR,3.0,,
784,guarapuava,TJPR,16.0,PR,5.0,,
785,guaratuba,TJPR,16.0,PR,1.0,,
786,ibaiti,TJPR,16.0,PR,3.0,,
787,ibipora,TJPR,16.0,PR,2.0,,
788,icaraima,TJPR,16.0,PR,2.0,,
789,imbituva,TJPR,16.0,PR,3.0,,
790,ipiranga,TJPR,16.0,PR,1.0,,
791,ipora,TJPR,16.0,PR,3.0,,
792,irati,TJPR,16.0,PR,2.0,,
793,iretama,TJPR,16.0,PR,2.0,,
794,ivaipora,TJPR,16.0,PR,6.0,,
795,jaguapita,TJPR,16.0,PR,2.0,,
796,jaguariaiva,TJPR,16.0,PR,1.0,,
797,jandaia do sul,TJPR,16.0,PR,5.0,,
798,joaquim tavora,TJPR,16.0,PR,3.0,,
799,lapa,TJPR,16.0,PR,2.0,,
800,laranjeiras do sul,TJPR,16.0,PR,5.0,,
801,loanda,TJPR,16.0,PR,5.0,,
802,londrina,TJPR,16.0,PR,2.0,,
803,mallet,TJPR,16.0,PR,2.0,,
804,mambore,TJPR,16.0,PR,2.0,,
805,mandaguacu,TJPR,16.0,PR,3.0,,
806,mandaguari,TJPR,16.0,PR,1.0,,
807,mangueirinha,TJPR,16.0,PR,1.0,,
808,manoel ribas,TJPR,16.0,PR,2.0,,
809,marechal candido rondon,TJPR,16.0,PR,6.0,,
810,marialva,TJPR,16.0,PR,2.0,,
811,marilandia do sul,TJPR,16.0,PR,4.0,,
812,maringa,TJPR,16.0,PR,5.0,,
813,matelandia,TJPR,16.0,PR,4.0,,
814,matinhos,TJPR,16.0,PR,1.0,,
815,medianeira,TJPR,16.0,PR,3.0,,
816,morretes,TJPR,16.0,PR,1.0,,
817,nova esperanca,TJPR,16.0,PR,5.0,,
818,nova fatima,TJPR,16.0,PR,1.0,,
819,nova londrina,TJPR,16.0,PR,4.0,,
820,ortigueira,TJPR,16.0,PR,1.0,,
821,palmas,TJPR,16.0,PR,2.0,,
822,palmeira,TJPR,16.0,PR,2.0,,
823,palmital,TJPR,16.0,PR,2.0,,
824,palotina,TJPR,16.0,PR,2.0,,
825,paraiso do norte,TJPR,16.0,PR,3.0,,
826,paranacity,TJPR,16.0,PR,5.0,,
827,paranagua,TJPR,16.0,PR,1.0,,
828,paranavai,TJPR,16.0,PR,4.0,,
829,pato branco,TJPR,16.0,PR,4.0,,
830,peabiru,TJPR,16.0,PR,2.0,,
831,perola,TJPR,16.0,PR,2.0,,
832,pinhao,TJPR,16.0,PR,2.0,,
833,pirai do sul,TJPR,16.0,PR,1.0,,
834,pitanga,TJPR,16.0,PR,4.0,,
835,ponta grossa,TJPR,16.0,PR,1.0,,
836,porecatu,TJPR,16.0,PR,4.0,,
837,primeiro de maio,TJPR,16.0,PR,1.0,,
838,prudentopolis,TJPR,16.0,PR,1.0,,
839,quedas do iguacu,TJPR,16.0,PR,2.0,,
840,realeza,TJPR,16.0,PR,2.0,,
841,reboucas,TJPR,16.0,PR,2.0,,
842,reserva,TJPR,16.0,PR,1.0,,
843,ribeirao claro,TJPR,16.0,PR,1.0,,
844,ribeirao do pinhal,TJPR,16.0,PR,3.0,,
845,rio branco do sul,TJPR,16.0,PR,2.0,,
846,rio negro,TJPR,16.0,PR,4.0,,
847,rolandia,TJPR,16.0,PR,1.0,,
848,salto do lontra,TJPR,16.0,PR,3.0,,
849,santa fe,TJPR,16.0,PR,6.0,,
850,santa helena,TJPR,16.0,PR,3.0,,
851,santa isabel do ivai,TJPR,16.0,PR,3.0,,
852,santa mariana,TJPR,16.0,PR,1.0,,
853,santo antonio da platina,TJPR,16.0,PR,1.0,,
854,santo antonio do sudoeste,TJPR,16.0,PR,2.0,,
855,sao jeronimo da serra,TJPR,16.0,PR,3.0,,
856,sao joao do ivai,TJPR,16.0,PR,3.0,,
857,sao joao do triunfo,TJPR,16.0,PR,1.0,,
858,sao mateus do sul,TJPR,16.0,PR,2.0,,
859,sao miguel do iguacu,TJPR,16.0,PR,2.0,,
860,sarandi,TJPR,16.0,PR,1.0,,
861,senges,TJPR,16.0,PR,1.0,,
862,sertanopolis,TJPR,16.0,PR,1.0,,
863,siqueira campos,TJPR,16.0,PR,2.0,,
864,teixeira soares,TJPR,16.0,PR,2.0,,
865,telemaco borba,TJPR,16.0,PR,2.0,,
866,terra boa,TJPR,16.0,PR,1.0,,
867,terra rica,TJPR,16.0,PR,2.0,,
868,terra roxa,TJPR,16.0,PR,1.0,,
869,tibagi,TJPR,16.0,PR,2.0,,
870,toledo,TJPR,16.0,PR,3.0,,
871,tomazina,TJPR,16.0,PR,3.0,,
872,ubirata,TJPR,16.0,PR,2.0,,
873,umuarama,TJPR,16.0,PR,4.0,,
874,uniao da vitoria,TJPR,16.0,PR,6.0,,
875,urai,TJPR,16.0,PR,2.0,,
876,wenceslau braz,TJPR,16.0,PR,3.0,,
877,xambre,TJPR,16.0,PR,2.0,,
878,abreu e lima,TJPE,17.0,PE,1.0,,
879,afogados da ingazeira,TJPE,17.0,PE,2.0,,
880,afranio,TJPE,17.0,PE,2.0,,
881,agrestina,TJPE,17.0,PE,1.0,,
882,agua preta,TJPE,17.0,PE,2.0,,
883,aguas belas,TJPE,17.0,PE,1.0,,
884,alagoinha,TJPE,17.0,PE,1.0,,
885,alianca,TJPE,17.0,PE,1.0,,
886,altinho,TJPE,17.0,PE,1.0,,
887,amaraji,TJPE,17.0,PE,1.0,,
888,angelim,TJPE,17.0,PE,1.0,,
889,araripina,TJPE,17.0,PE,1.0,,
890,arcoverde,TJPE,17.0,PE,1.0,,
891,barreiros,TJPE,17.0,PE,1.0,,
892,belem de maria,TJPE,17.0,PE,1.0,,
893,belem do sao francisco,TJPE,17.0,PE,2.0,,
894,belo jardim,TJPE,17.0,PE,1.0,,
895,betania,TJPE,17.0,PE,1.0,,
896,bezerros,TJPE,17.0,PE,1.0,,
897,bodoco,TJPE,17.0,PE,2.0,,
898,bom conselho,TJPE,17.0,PE,2.0,,
899,bom jardim,TJPE,17.0,PE,2.0,,
900,bonito,TJPE,17.0,PE,2.0,,
901,brejao,TJPE,17.0,PE,1.0,,
902,brejo da madre de deus,TJPE,17.0,PE,1.0,,
903,buenos aires,TJPE,17.0,PE,1.0,,
904,buique,TJPE,17.0,PE,1.0,,
905,cabo de santo agostinho,TJPE,17.0,PE,1.0,,
906,cabrobo,TJPE,17.0,PE,1.0,,
907,cachoeirinha,TJPE,17.0,PE,1.0,,
908,caetes,TJPE,17.0,PE,1.0,,
909,calcado,TJPE,17.0,PE,1.0,,
910,camaragibe,TJPE,17.0,PE,1.0,,
911,camocim de sao felix,TJPE,17.0,PE,1.0,,
912,canhotinho,TJPE,17.0,PE,1.0,,
913,capoeiras,TJPE,17.0,PE,1.0,,
914,carnaiba,TJPE,17.0,PE,2.0,,
915,carpina,TJPE,17.0,PE,2.0,,
916,caruaru,TJPE,17.0,PE,1.0,,
917,catende,TJPE,17.0,PE,1.0,,
918,cha grande,TJPE,17.0,PE,1.0,,
919,condado,TJPE,17.0,PE,1.0,,
920,correntes,TJPE,17.0,PE,1.0,,
921,cortes,TJPE,17.0,PE,1.0,,
922,cumaru,TJPE,17.0,PE,1.0,,
923,cupira,TJPE,17.0,PE,1.0,,
924,custodia,TJPE,17.0,PE,1.0,,
925,escada,TJPE,17.0,PE,1.0,,
926,exu,TJPE,17.0,PE,1.0,,
927,feira nova,TJPE,17.0,PE,1.0,,
928,ferreiros,TJPE,17.0,PE,2.0,,
929,flores,TJPE,17.0,PE,2.0,,
930,floresta,TJPE,17.0,PE,1.0,,
931,gameleira,TJPE,17.0,PE,1.0,,
932,garanhuns,TJPE,17.0,PE,1.0,,
933,gloria do goita,TJPE,17.0,PE,2.0,,
934,goiana,TJPE,17.0,PE,1.0,,
935,gravata,TJPE,17.0,PE,1.0,,
936,iati,TJPE,17.0,PE,1.0,,
937,ibimirim,TJPE,17.0,PE,1.0,,
938,ibirajuba,TJPE,17.0,PE,1.0,,
939,igarassu,TJPE,17.0,PE,2.0,,
940,ilha de itamaraca,TJPE,17.0,PE,1.0,,
941,inaja,TJPE,17.0,PE,2.0,,
942,ipojuca,TJPE,17.0,PE,1.0,,
943,ipubi,TJPE,17.0,PE,1.0,,
944,itaiba,TJPE,17.0,PE,1.0,,
945,itambe,TJPE,17.0,PE,1.0,,
946,itapetim,TJPE,17.0,PE,2.0,,
947,itapissuma,TJPE,17.0,PE,1.0,,
948,itaquitinga,TJPE,17.0,PE,1.0,,
949,jaboatao dos guararapes,TJPE,17.0,PE,1.0,,
950,jatauba,TJPE,17.0,PE,1.0,,
951,joao alfredo,TJPE,17.0,PE,2.0,,
952,joaquim nabuco,TJPE,17.0,PE,1.0,,
953,jupi,TJPE,17.0,PE,2.0,,
954,jurema,TJPE,17.0,PE,1.0,,
955,lagoa de itaenga,TJPE,17.0,PE,1.0,,
956,lagoa do ouro,TJPE,17.0,PE,1.0,,
957,lagoa dos gatos,TJPE,17.0,PE,1.0,,
958,lagoa grande,TJPE,17.0,PE,1.0,,
959,lajedo,TJPE,17.0,PE,1.0,,
960,limoeiro,TJPE,17.0,PE,1.0,,
961,macaparana,TJPE,17.0,PE,1.0,,
962,maraial,TJPE,17.0,PE,2.0,,
963,mirandiba,TJPE,17.0,PE,2.0,,
964,moreilandia,TJPE,17.0,PE,1.0,,
965,moreno,TJPE,17.0,PE,1.0,,
966,nazare da mata,TJPE,17.0,PE,1.0,,
967,olinda,TJPE,17.0,PE,1.0,,
968,orobo,TJPE,17.0,PE,1.0,,
969,oroco,TJPE,17.0,PE,1.0,,
970,ouricuri,TJPE,17.0,PE,3.0,,
971,palmares,TJPE,17.0,PE,1.0,,
972,palmeirina,TJPE,17.0,PE,1.0,,
973,panelas,TJPE,17.0,PE,1.0,,
974,parnamirim,TJPE,17.0,PE,1.0,,
975,passira,TJPE,17.0,PE,1.0,,
976,paudalho,TJPE,17.0,PE,1.0,,
977,paulista,TJPE,17.0,PE,1.0,,
978,pedra,TJPE,17.0,PE,1.0,,
979,pesqueira,TJPE,17.0,PE,1.0,,
980,petrolandia,TJPE,17.0,PE,2.0,,
981,petrolina,TJPE,17.0,PE,1.0,,
982,pocao,TJPE,17.0,PE,1.0,,
983,pombos,TJPE,17.0,PE,1.0,,
984,primavera,TJPE,17.0,PE,1.0,,
985,quipapa,TJPE,17.0,PE,2.0,,
986,recife,TJPE,17.0,PE,2.0,,
987,riacho das almas,TJPE,17.0,PE,1.0,,
988,ribeirao,TJPE,17.0,PE,1.0,,
989,rio formoso,TJPE,17.0,PE,1.0,,
990,saire,TJPE,17.0,PE,1.0,,
991,salgueiro,TJPE,17.0,PE,1.0,,
992,saloa,TJPE,17.0,PE,2.0,,
993,sanharo,TJPE,17.0,PE,1.0,,
994,santa cruz do capibaribe,TJPE,17.0,PE,1.0,,
995,santa maria da boa vista,TJPE,17.0,PE,1.0,,
996,santa maria do cambuca,TJPE,17.0,PE,2.0,,
997,sao bento do una,TJPE,17.0,PE,1.0,,
998,sao caetano,TJPE,17.0,PE,1.0,,
999,sao joao,TJPE,17.0,PE,1.0,,
1000,sao joaquim do monte,TJPE,17.0,PE,1.0,,
1001,sao jose da coroa grande,TJPE,17.0,PE,1.0,,
1002,sao jose do belmonte,TJPE,17.0,PE,1.0,,
1003,sao jose do egito,TJPE,17.0,PE,2.0,,
