classe_id,natureza,dispositivo_legal,artigo,polo_ativo,polo_passivo,justica
3,Especial,L.E.,L.8.078/90 - 91,Autor,Réu,just_fed_2grau
4,Especial,Lei 8.429/92  ,,Autor,Réu,just_fed_2grau
22,Comum,CPP,24 e 394 ,Autor,Réu,just_fed_2grau
24,Comum,CPP,"394, § 1º, III; Lei 11.719/2008",Autor,Réu,just_fed_2grau
23,Comum,CP,"394, § 1º, II; Lei 11.719/2008",Autor,Réu,just_fed_2grau
25,Especial,L.E.,L.4.717/65 - 1º e 7º,Autor,Réu,just_fed_2grau
27,Especial,CPC,485,Autor,Réu,just_fed_2grau
97,Cautelar,CPC,839,Requerente,Requerido,just_fed_2grau
97,,,,,,just_fed_2grau
101,,CPC,"237, IV,",Requerente,Requerido,just_fed_2grau
107,,CPP; CPPM,353-356;359,Deprecante,Deprecado,just_fed_2grau
106,,CPC,202,Deprecante,Deprecado,just_fed_2grau
114,Recurso,CPP,639,Requerente,Requerido,just_fed_2grau
103,,CPC - aplicação analógica,201,Ordenante,Ordenado,just_fed_2grau
102,,CPC,202,Ordenante,Ordenado,just_fed_2grau
118,Cautelar,CPC,798,Requerente,Requerido,just_fed_2grau
119,Cautelar,,,Requerente,Requerido,just_fed_2grau
122,Ato,RI,RI,Comunicante,Comunicado,just_fed_2grau
123,Incidente,Lei 7210/84 - LEP; CPPM; Decreto Presidencial,"70, I; 643 e ss",Requerente,,just_fed_2grau
128,Incidente,CPP; CPPM,114; 112,Suscitante,Suscitado,just_fed_2grau
127,,CPC,115 a 124,Suscitante,Suscitado,just_fed_2grau
134,,CPC,871,Requerente,Requerido,just_fed_2grau
136,Incidente,CP; Lei 7210/84 - LEP,"43, 44, §§ 4º e 5º;180, 183",Requerente,Requerido,just_fed_2grau
139,,"leis de organização judiciária, regimentos e normas internas dos tribunais.",,Corrigente,Corrigido,just_fed_2grau
140,,"Leis de organização judiciária, regimentos e normas internas dos tribunais.",,Corrigente,Corrigido,just_fed_2grau
141,,"Lei 5.010/66, Norma Estadual e Regimentos Internos.",,,,just_fed_2grau
141,Recurso,Lei Esparsa,L.5.010/66 - 6º,Corrigente,Corrigido,just_fed_2grau
142,Especial,"L.E. ou norma estadual; L 5.010/66 -  6º; CLT, art. 709, II e regimentos internos. ",,Corrigente,Corrigido,just_fed_2grau
144,Especial,L.E,L.9.605/98,Autor,Réu,just_fed_2grau
153,Execução,CPC,"475-I, § 1º e 475-O",Exequente,Executado,just_fed_2grau
154,Execução,CPC,"475-I, § 1º e 475-O",Exequente,Executado,just_fed_2grau
152,,,,,,just_fed_2grau
151,Execução,CPC,"Art. 475-I, 475-J e 475-N",Exequente,Executado,just_fed_2grau
161,Incidente,CPP; CPPM,424; 109,Autor,Réu,just_fed_2grau
175,especial,CPC 2015,599,autor,réu,just_fed_2grau
173,,CF e Lei 7783/89,"art. 114, § 3º, da CF",Suscitante,Suscitado,just_fed_2grau
199,Recurso,CPC,530 ,Embargante,Embargado,just_fed_2grau
200,Recurso,CPP; CPPM,609 e § único; 538 e 541,Embargante,Embargado,just_fed_2grau
189,Recurso,CPC,535,Embargante,Embargado,just_fed_2grau
195,Incidente,CPP; CPPM,"130, II; 203, II",Embargante,Embargado,just_fed_2grau
195,Especial,CPC,1046,Embargante,Embargado,just_fed_2grau
182,Incidente,CPC,746,Embargante,Embargado,just_fed_2grau
183,Incidente,CPC,746,Embargante,Embargado,just_fed_2grau
184,Incidente,CPC,"736, 741 e 745",Embargante,Embargado,just_fed_2grau
217,Incidente,Lei 7210/84,185,Requerente,Requerido,just_fed_2grau
208,Incidente,CPP; CPM,"523; 214, § 2.º, 215, parágrafo único",Excipiente,Excepto,just_fed_2grau
209,Incidente,CPP; CPPM,110; 154 e 407/408,Excipiente,Excepto,just_fed_2grau
210,Incidente,CPP,110,Excipiente,Excepto,just_fed_2grau
211,Incidente,CPP; CPPM,"112; 128, ""a"", e ss.",Excipiente,Excepto,just_fed_2grau
211,,CPC,"134, 304, 312 e ss. ",,,just_fed_2grau
212,,CPC,"112, 304  e 307 e ss. ",,,just_fed_2grau
213,Incidente,CPP; CPPM,108; 143,Excipiente,Excepto,just_fed_2grau
214,Incidente,CPP; CPPM,110; 148 ess.,Excipiente,Excepto,just_fed_2grau
215,Incidente,CPP; CPPM,"96; 128, \""a\""",Excipiente,Excepto,just_fed_2grau
215,,CPC,"135, 304 e 312 e ss",excipiente,excepto,just_fed_2grau
218,EXECUÇÃO,CPC,730,Exequente,Executado,just_fed_2grau
238,,Lei 7210/84 - LEP,"art. 2º, parágrafo único. ",,,just_fed_2grau
220,,Lei 7210/84 - LEP; CPPM,"65; 6º, 588 e ss",,,just_fed_2grau
223,,7.210/84 (LEP),171 e ss,,,just_fed_2grau
228,,,,,,just_fed_2grau
230,,,,,,just_fed_2grau
240,Cautelar,CPC,844,Requerente,Requerido,just_fed_2grau
241,Incidente,CPC,360 e ss,Autor,Réu,just_fed_2grau
241,Incidente,CPC,360 e ss,Requerente,Requerido,just_fed_2grau
248,Cível,"CF e Livro III, Título II, Capítulo X do Código de Processo Penal","5º, LXVIII da CF 647 a 667 do Código de Processo Penal",,,just_fed_2grau
248,,CF; CPP; CPPM,"5º, LXVIII; 647 a 667; 466",Impetrante,Impetrado,just_fed_2grau
249,Especial,L.E.,L.9.507/97,Impetrante,Impetrado,just_fed_2grau
250,Especial,CPC,1055 a 1062,Requerente,Requerido,just_fed_2grau
257,,12.850/13,7,,,just_fed_2grau
259,Incidente,CPC,"475, J, § 1º, L, M",Impugnante,Impugnado,just_fed_2grau
260,Incidente,CPC,"475, J, § 1º, L, M",,,just_fed_2grau
261,Incidente,CPC,51,Impugnante,Impugnado,just_fed_2grau
262,Incidente,CPC,261,Impugnante,Impugnado,just_fed_2grau
262,Incidente,CPC,261,Impugnante,Impugnado,just_fed_2grau
263,,Lei 1060/50,"4º, § 2º e 7º, parágrafo único",,,just_fed_2grau
263,Incidente,Lei 1.060/50,"4º, § 2º e art. 7º, parágrafo único",,,just_fed_2grau
265,,CPC,948,Arguinte,Arguído,just_fed_2grau
265,,CPC,948,,,just_fed_2grau
266,Incidente,CPC 2015,947,suscitante,suscitado,just_fed_2grau
267,Incidente,CPC 2015,133 a 137,Suscitante,Suscitado,just_fed_2grau
269,Comum,CPC,390,Autor,Réu ,just_fed_2grau
269,Incidente,CPP; CPPM,145; 163,Suscitante,Suscitado,just_fed_2grau
270,,,,,,just_fed_2grau
273,incidente,CPC 2015,976 a 987,Suscitante,Suscitado,just_fed_2grau
275,,CPC2015,146,,,just_fed_2grau
276,Incidente,CPC; 10.259/01; RI,476 e 479; 14,Parte Autora,Parte Ré,just_fed_2grau
276,Incidente,CPC,476 e 479 e L.10.259/01 - 14,Suscitante,,just_fed_2grau
277,Incidental,CPC 2015 ,Diversos,Requerente,Requerido,just_fed_2grau
279,Incidente,Lei 7210/84 - LEP; CPPM,188; 643 e ss.,Requerente,,just_fed_2grau
285,Inquérito,CPP,4º ,Autor,Investigado,just_fed_2grau
288,Incidente,CPP; CPPM,153; 156,Requerente,Acusado,just_fed_2grau
292,,"art. 13, IV, da Lei 5.010/66; leis de org. jud., regimentos e normas internas dos tribunais.",,,,just_fed_2grau
301,,,,,,just_fed_2grau
303,,CPC,867 a 873,,,just_fed_2grau
310,,LC 35 (LOMAN),"33, PARÁGRAFO ÚNICO",,,just_fed_2grau
312,Cautelar,,,Requerente,Requerido,just_fed_2grau
316,Prisão/Liberdade,"CPP, CPPM",321 e 322 ; 270,Requerente,Requerido,just_fed_2grau
320,Incidente,CPC,"475-A, § 2º",Requerente,Requerido,just_fed_2grau
320,incidente,CPC 2015, inc. II do art. 509,autor,réu,just_fed_2grau
321,Incidente,CPC,"475-A, § 2º",Requerente,Requerido,just_fed_2grau
318,Incidente,CPC,"475-A, 475-E e 475-F",Autor,Réu,just_fed_2grau
319,Incidente,CPC,"475-A, 475-C e 475-D. ",Autor,Réu,just_fed_2grau
325,,CF; Lei 1533/51,"5º, LXIX; 1º",Impetrante,Impetrado,just_fed_2grau
325,Especial,CF; Lei 12016/2009,"5º, LXIX; 1º",Impetrante,Impetrado,just_fed_2grau
326,Especial,CF; Lei 8437/92; Lei 12016/2009,"5º, LXX; 2º; 21 a 23",Impetrante,Impetrado,just_fed_2grau
328,,,,,,just_fed_2grau
342,,CPC,867 a 873,,,just_fed_2grau
343,Especial,CP; CPM,144; 221,Notificante,Notificado,just_fed_2grau
344,Especial,Lei Esparsa,L.5.250/67 - 25,Notificante,Notificado,just_fed_2grau
341,Inquérito,CPP,"40,67 CPP/RISTJ",Noticiante,Noticiado,just_fed_2grau
348,Incidente,CPC,56,Opoente,Oposto,just_fed_2grau
350,,CPC,888,,,just_fed_2grau
359,,,,,,just_fed_2grau
355,Inquérito,CPP,46 § 1º ,Representante,Representado,just_fed_2grau
357,Cautelar,CPP; CPPM,240; 170 e ss,Requerente,Acusado,just_fed_2grau
360,Pré-Processual,"Lei 13.140/2015, CLT, Resolução CNJ 125/2010 e RITST","Art. 1º (Lei 13.140/2015), art. 764 (CLT), art. 4º (Resolução CNJ 125/2010) e art. 36, IV (RITST)",Requerente,Requerido,just_fed_2grau
361,,8.069/1990,98,,,just_fed_2grau
364,Prisão/Liberdade,CPP; CPPM,311; 254 e ss,Requerente,Acusado,just_fed_2grau
365,Prisão/Liberdade,Lei 7960/89,1º e ss.,Requerente,Acusado,just_fed_2grau
366,,"Leis de org. jud., regimentos e normas internas dos tribunais.",,,,just_fed_2grau
367,Cautelar,Lei 9296/96,1º e ss.,Requerente,Acusado,just_fed_2grau
372,,,,Requerente,Requerido,just_fed_2grau
372,Ato,,RI e Resolução do CJF,Requerente,Requerido,just_fed_2grau
373,Cautelar,CPC,877,Requerente,Requerido,just_fed_2grau
374,,"art. 100 da CF, Constituições Estaduais, leis de org. judiciárias, regimentos e normas internas dos tribunais.",,Requerente,Requerido,just_fed_2grau
385,Comum,CPC,272 e 274,Autor,Réu,just_fed_2grau
386,Incidente,"(art. 125, IV, do CPC e Res. 125/CNJ)",,REQUERENTE,REQUERIDO,just_fed_2grau
397,,CPP,28; 41,,,just_fed_2grau
404,,,,,,just_fed_2grau
414,,"Lei 9.784/99, outras normas federais e normas estaduais.",,,,just_fed_2grau
415,,"art. 27 da LC 35/79 (LOMAN), Resolução 30 do CNJ, leis de organização judiciária, regimentos internos e outras normas dos tribunais.",,Processante,Processado,just_fed_2grau
416,,"Lei 8.112/90 e outras leis federais, leis de organização judiciária, leis estaduais, regimentos internos e outras normas dos tribunais.",,Processante,Processado,just_fed_2grau
434,Cautelar,CPC 2015,381,Requerente,Requerido,just_fed_2grau
437,Cautelar,CPC,867 A 873,Requerente,Requerido,just_fed_2grau
445,,"RI STJ, STF, TJs, TRFs",RI ,Reclamante,Reclamado,just_fed_2grau
446,Especial,Regimentos Internos,,Reclamante,Reclamação,just_fed_2grau
447,,"leis de org. jud., regimentos internos e outras normas dos tribunais.",,Reclamente,Reclamado,just_fed_2grau
453,,normas dos tribunais,,Recorrente,Recorrido,just_fed_2grau
476,,,,,,just_fed_2grau
468,,Resolução 30 do CNJ e normas dos tribunais.,RPADServ,Recorrente,Recorrido,just_fed_2grau
469,Recurso,CPP; CPPM,581 e 582; 516,Recorrente,Recorrido,just_fed_2grau
470,Recurso,CPP,581 a 583,Recorrente,Recorrido,just_fed_2grau
498,Recurso,CPC 2015,496,Juízo Recorrente,Recorrido,just_fed_2grau
498,Recurso,CPP; 12.016/2009; CPPM,"574; 14, § 1.º; 106, § 1.º, 154, 654",Juízo Recorrente,Recorrido,just_fed_2grau
500,Incidente,Lei 7.210 - LEP,126 e ss,Requerente,Requerido,just_fed_2grau
508,Inquérito,CPP; CPPM,39; 33,Representante/Noticiante,Representado,just_fed_2grau
511,Administrativo,CPC,198,Representante,Representado,just_fed_2grau
514,,"art. 100, § 3o, da CF, ADCT, Constituições Estaduais, leis e normas dos tribunais.",,Requerente,Requerido,just_fed_2grau
515,,L. 8069/90,155,Requerente,Requerido,just_fed_2grau
516,Especial,CPC,1063,Autor,Réu,just_fed_2grau
516,Especial,CPP; CPPM,541; arts. 481 e ss,Autor,Réu,just_fed_2grau
518,Incidente,CPP; CPPM,120; 190,Requerente,Requerido,just_fed_2grau
523,Recurso,CPP; CPPM,621; 550,Requerente,Requerido,just_fed_2grau
540,Incidente,CPP; CPPM,125; 199,Requerente,Acusado,just_fed_2grau
540,Cautelar,CPC,822,Requerente,Requerido,just_fed_2grau
541,,"art. 143 e ss. da Lei 8.112/90, leis de org. judiciária, leis estaduais, regimentos e normas internas dos tribunais.",,Sindicante,Sindicado,just_fed_2grau
545,Incidente,7.210/84 - LEP,183,Requerente,Requerido,just_fed_2grau
549,Incidente,LL 4.348/64 e 8.437/92 e 9.494/97 e 1.533/51,4º; e 4º§1º; e 1º; e 13,Autor,Réu,just_fed_2grau
552,,LL 4.348/64 e 8.437/92 e 9.494/97 e 1.533/51,4º; e 4º§1º; e 1º,Autor,Réu,just_fed_2grau
557,,Lei Esparsa,L.9.099/95 - 69,Autoridade,Autor do Fato,just_fed_2grau
558,Incidente,Lei 7210/84,86,Requerente,Requerido,just_fed_2grau
560,,,,requerente,requerido,just_fed_2grau
560,Tutela Provisória,CPC 2015,303 e 304,Requerente,Requerido,just_fed_2grau
561,,,,requerente,requerido,just_fed_2grau
561,Tutela Provisória,CPC 2015,305 a 310,Requerente,Requerido,just_fed_2grau
565,Tutela Provisória,CPC 2015,294 a 299,Requerente,Requerido,just_fed_2grau
568,Incidente,CP; Lei 7210/84 - LEP; CPM,"71, 75; 68, III, ""a""; 80, 81",Requerente,,just_fed_2grau
55,Especial,L.E.,L.5.478/68,Autor,Réu,just_fed_juizado_es
89,Investigatória,CPP,289-A e 290,Autoridade,Acusado,just_fed_juizado_es
92,Incidente,Lei nº 11.343/06,art. 56 § 2º,,,just_fed_juizado_es
24,Comum,CPP,"394, § 1º, III; Lei 11.719/2008",Autor,Réu,just_fed_juizado_es
107,,CPP; CPPM,353-356;359,Deprecante,Deprecado,just_fed_juizado_es
106,,CPC,202,Deprecante,Deprecado,just_fed_juizado_es
119,Cautelar,,,Requerente,Requerido,just_fed_juizado_es
144,Especial,L.E,L.9.605/98,Autor,Réu,just_fed_juizado_es
148,Especial,CPP,519,Autor,Réu,just_fed_juizado_es
152,,,,,,just_fed_juizado_es
189,Recurso,CPC,535,Embargante,Embargado,just_fed_juizado_es
211,,CPC,"134, 304, 312 e ss. ",,,just_fed_juizado_es
212,,CPC,"112, 304  e 307 e ss. ",,,just_fed_juizado_es
215,,CPC,"135, 304 e 312 e ss",excipiente,excepto,just_fed_juizado_es
220,,Lei 7210/84 - LEP; CPPM,"65; 6º, 588 e ss",,,just_fed_juizado_es
229,Execução,L.E.,"621, 632, 642, 730, 754, 759; L.9.099/95 - 53 e L.5.741/71 - 1º",Exequente,Executado,just_fed_juizado_es
229,Execução,L. E.,"621, 632, 642, 730, 754, 759, L. 9.099/85",Exequente,Executado,just_fed_juizado_es
230,,,,,,just_fed_juizado_es
248,,CF; CPP; CPPM,"5º, LXVIII; 647 a 667; 466",Impetrante,Impetrado,just_fed_juizado_es
267,Incidente,CPC 2015,133 a 137,Suscitante,Suscitado,just_fed_juizado_es
270,,,,,,just_fed_juizado_es
275,,CPC2015,146,,,just_fed_juizado_es
277,Incidental,CPC 2015 ,Diversos,Requerente,Requerido,just_fed_juizado_es
311,Cautelar,CPC,861,Requerente,Requerido,just_fed_juizado_es
360,Pré-Processual,"Lei 13.140/2015, CLT, Resolução CNJ 125/2010 e RITST","Art. 1º (Lei 13.140/2015), art. 764 (CLT), art. 4º (Resolução CNJ 125/2010) e art. 36, IV (RITST)",Requerente,Requerido,just_fed_juizado_es
367,Cautelar,Lei 9296/96,1º e ss.,Requerente,Acusado,just_fed_juizado_es
372,,,,Requerente,Requerido,just_fed_juizado_es
372,Ato,,RI e Resolução do CJF,Requerente,Requerido,just_fed_juizado_es
396,Especial,L.E,L.4.898/65 - 12,Autor,Réu,just_fed_juizado_es
397,,CPP,28; 41,,,just_fed_juizado_es
394,,L.E.,9.099/95 - 77,Autor,Réu,just_fed_juizado_es
393,,Leis 9099/95 e 10259/01,,Autor,Réu,just_fed_juizado_es
450,Pré-processual,Resolução CNJ nº 125,,Reclamante,Reclamado,just_fed_juizado_es
500,Incidente,Lei 7.210 - LEP,126 e ss,Requerente,Requerido,just_fed_juizado_es
516,Especial,CPC,1063,Autor,Réu,just_fed_juizado_es
516,Especial,CPP; CPPM,541; arts. 481 e ss,Autor,Réu,just_fed_juizado_es
557,,Lei Esparsa,L.9.099/95 - 69,Autoridade,Autor do Fato,just_fed_juizado_es
560,Tutela Provisória,CPC 2015,303 e 304,Requerente,Requerido,just_fed_juizado_es
561,Tutela Provisória,CPC 2015,305 a 310,Requerente,Requerido,just_fed_juizado_es
565,Tutela Provisória,CPC 2015,294 a 299,Requerente,Requerido,just_fed_juizado_es
51,Recurso,CPC 2015,1.070,Agravante,Agravado,just_fed_turmas
38,Recurso,CPC,522,Agravante,Agravado,just_fed_turmas
44,,CPC - aplicação analógica,544,,,just_fed_turmas
44,Recurso,CPC,544,Agravante,Agravado,just_fed_turmas
62,Recurso,CPP; Lei 8.069/90; CPPM,"593;198, I; 526",Apelante,Apelado,just_fed_turmas
114,Recurso,CPP,639,Requerente,Requerido,just_fed_turmas
119,Cautelar,,,Requerente,Requerido,just_fed_turmas
128,Incidente,CPP; CPPM,114; 112,Suscitante,Suscitado,just_fed_turmas
127,,CPC,115 a 124,Suscitante,Suscitado,just_fed_turmas
141,,"Lei 5.010/66, Norma Estadual e Regimentos Internos.",,,,just_fed_turmas
141,Recurso,Lei Esparsa,L.5.010/66 - 6º,Corrigente,Corrigido,just_fed_turmas
189,Recurso,CPC,535,Embargante,Embargado,just_fed_turmas
211,,CPC,"134, 304, 312 e ss. ",,,just_fed_turmas
212,,CPC,"112, 304  e 307 e ss. ",,,just_fed_turmas
215,,CPC,"135, 304 e 312 e ss",excipiente,excepto,just_fed_turmas
230,,,,,,just_fed_turmas
248,,CF; CPP; CPPM,"5º, LXVIII; 647 a 667; 466",Impetrante,Impetrado,just_fed_turmas
267,Incidente,CPC 2015,133 a 137,Suscitante,Suscitado,just_fed_turmas
270,,,,,,just_fed_turmas
275,,CPC2015,146,,,just_fed_turmas
277,Incidental,CPC 2015 ,Diversos,Requerente,Requerido,just_fed_turmas
325,Especial,CF; Lei 12016/2009,"5º, LXIX; 1º",Impetrante,Impetrado,just_fed_turmas
370,Incidente,Lei 10.259/01; Lei 12.153/2009,14; 18,,,just_fed_turmas
370,Incidente,Lei 10.259/01; Lei 12153/2009,14; ,Parte Autora,Parte Ré,just_fed_turmas
372,,,,Requerente,Requerido,just_fed_turmas
372,Ato,,RI e Resolução do CJF,Requerente,Requerido,just_fed_turmas
445,,"RI STJ, STF, TJs, TRFs",RI ,Reclamante,Reclamado,just_fed_turmas
446,Especial,Regimentos Internos,,Reclamante,Reclamação,just_fed_turmas
475,Recurso,L.E.,L 9099/95 - 42,Recorrente,Recorrido,just_fed_turmas
458,Recurso,L.E,L.10.259/01 - 5º,Recorrente,Recorrido,just_fed_turmas
458,,L. 10259/01; Lei 11.153/2009,"4º, 5º; 3º, 4º",Recorrente,Recorrido,just_fed_turmas
462,Recurso,Lei Esparsa,L.10.259/01 - 5º,Recorrente,Recorrido,just_fed_turmas
470,Recurso,CPP,581 a 583,Recorrente,Recorrido,just_fed_turmas
498,Recurso,CPP; 12.016/2009; CPPM,"574; 14, § 1.º; 106, § 1.º, 154, 654",Juízo Recorrente,Recorrido,just_fed_turmas
516,Especial,CPC,1063,Autor,Réu,just_fed_turmas
516,Especial,CPP; CPPM,541; arts. 481 e ss,Autor,Réu,just_fed_turmas
523,Recurso,CPP; CPPM,621; 550,Requerente,Requerido,just_fed_turmas
560,Tutela Provisória,CPC 2015,303 e 304,Requerente,Requerido,just_fed_turmas
561,Tutela Provisória,CPC 2015,305 a 310,Requerente,Requerido,just_fed_turmas
565,Tutela Provisória,CPC 2015,294 a 299,Requerente,Requerido,just_fed_turmas
51,Recurso,CPC 2015,1.070,Agravante,Agravado,just_fed_nacional
270,,,,,,just_fed_nacional
275,,CPC2015,146,,,just_fed_nacional
276,Incidente,CPC; 10.259/01; RI,476 e 479; 14,Parte Autora,Parte Ré,just_fed_nacional
277,Incidental,CPC 2015 ,Diversos,Requerente,Requerido,just_fed_nacional
325,Especial,CF; Lei 12016/2009,"5º, LXIX; 1º",Impetrante,Impetrado,just_fed_nacional
370,Incidente,Lei 10.259/01; Lei 12.153/2009,14; 18,,,just_fed_nacional
370,Incidente,Lei 10.259/01; Lei 12153/2009,14; ,Parte Autora,Parte Ré,just_fed_nacional
372,,,,Requerente,Requerido,just_fed_nacional
516,Especial,CPP; CPPM,541; arts. 481 e ss,Autor,Réu,just_fed_nacional
560,Tutela Provisória,CPC 2015,303 e 304,Requerente,Requerido,just_fed_nacional
561,Tutela Provisória,CPC 2015,305 a 310,Requerente,Requerido,just_fed_nacional
565,Tutela Provisória,CPC 2015,294 a 299,Requerente,Requerido,just_fed_nacional
51,Recurso,CPC 2015,1.070,Agravante,Agravado,just_fed_regional
44,Recurso,CPC,544,Agravante,Agravado,just_fed_regional
189,Recurso,CPC,535,Embargante,Embargado,just_fed_regional
211,,CPC,"134, 304, 312 e ss. ",,,just_fed_regional
215,,CPC,"135, 304 e 312 e ss",excipiente,excepto,just_fed_regional
270,,,,,,just_fed_regional
275,,CPC2015,146,,,just_fed_regional
276,Incidente,CPC; 10.259/01; RI,476 e 479; 14,Parte Autora,Parte Ré,just_fed_regional
277,Incidental,CPC 2015 ,Diversos,Requerente,Requerido,just_fed_regional
325,Especial,CF; Lei 12016/2009,"5º, LXIX; 1º",Impetrante,Impetrado,just_fed_regional
370,Incidente,Lei 10.259/01; Lei 12.153/2009,14; 18,,,just_fed_regional
370,Incidente,Lei 10.259/01; Lei 12153/2009,14; ,Parte Autora,Parte Ré,just_fed_regional
372,,,,Requerente,Requerido,just_fed_regional
372,Ato,,RI e Resolução do CJF,Requerente,Requerido,just_fed_regional
516,Especial,CPC,1063,Autor,Réu,just_fed_regional
516,Especial,CPP; CPPM,541; arts. 481 e ss,Autor,Réu,just_fed_regional
560,Tutela Provisória,CPC 2015,303 e 304,Requerente,Requerido,just_fed_regional
561,Tutela Provisória,CPC 2015,305 a 310,Requerente,Requerido,just_fed_regional
565,Tutela Provisória,CPC 2015,294 a 299,Requerente,Requerido,just_fed_regional
39,,CLT,"art. 897, ""b"" e § 2º",Agravante,Agravado,just_trab_1grau
45,,CLT,"art. 897, ""b""",Agravante,Agravado,just_trab_1grau
58,,CPC,,,,just_trab_1grau
59,Especial,L.E,L 6.858/80,Requerente,Interessado,just_trab_1grau
78,Cautelar,CPC,813,Requerente,Requerido,just_trab_1grau
85,Cautelar,CPC,879,Requerente,Requerido,just_trab_1grau
3,Especial,L.E.,L.8.078/90 - 91,Autor,Réu,just_trab_1grau
6,Especial,L.E.,L 7.347/85;  L.10.741/03 (art. 74 e 81); L.8.069/90 (art. 210);  L. 8.078/90 (art. 81 e 82).,Autor,Réu,just_trab_1grau
28,,CLT,arts. 840 e ss,Reclamante,Reclamado,just_trab_1grau
30,,CLT,art. 852-A a 852-I,RECLAMANTE,RECLAMADO,just_trab_1grau
29,,Lei 5.584/70,"art. 2º, §§ 3º e 4º",RECLAMANTE,RECLAMADO,just_trab_1grau
8,,CLT,"art. 872, § único",Reclamante,Reclamado,just_trab_1grau
9,Especial,CPC,"914, II",Autor,Réu,just_trab_1grau
97,Cautelar,CPC,839,Requerente,Requerido,just_trab_1grau
106,,CPC,202,Deprecante,Deprecado,just_trab_1grau
112,,CF,"109, X",Rogante,Rogado,just_trab_1grau
102,,CPC,202,Ordenante,Ordenado,just_trab_1grau
118,Cautelar,CPC,798,Requerente,Requerido,just_trab_1grau
116,Cautelar,CPC,826,Requerente,Requerido,just_trab_1grau
130,Especial,CPC,890,Autor,Réu,just_trab_1grau
134,,CPC,871,Requerente,Requerido,just_trab_1grau
151,Execução,CPC,"Art. 475-I, 475-J e 475-N",Exequente,Executado,just_trab_1grau
203,Recurso,Lei Nº. 6.830/80,34,Embargante,Embargado,just_trab_1grau
189,Recurso,CPC,535,Embargante,Embargado,just_trab_1grau
195,Especial,CPC,1046,Embargante,Embargado,just_trab_1grau
182,Incidente,CPC,746,Embargante,Embargado,just_trab_1grau
183,Incidente,CPC,746,Embargante,Embargado,just_trab_1grau
184,Incidente,CPC,"736, 741 e 745",Embargante,Embargado,just_trab_1grau
211,,CPC,"134, 304, 312 e ss. ",,,just_trab_1grau
212,,CPC,"112, 304  e 307 e ss. ",,,just_trab_1grau
215,,CPC,"135, 304 e 312 e ss",excipiente,excepto,just_trab_1grau
236,Especial,L. 6830/80,,Exequente,Executado,just_trab_1grau
239,Execução,CLT e CPC,arts. 876/CLT e 475-O/CPC,Exequente ,Executado,just_trab_1grau
222,Execução,Provimentos de TRTs,,Exequente ,Executado,just_trab_1grau
226,Execução,CLT,art. 876,Exequente ,Executado,just_trab_1grau
227,Execução,CLT,art. 876 caput,Exequente ,Executado,just_trab_1grau
229,Execução,CF e CLT,"art. 114, I, CF e 876 e ss, CLT",Exequente ,Executado,just_trab_1grau
230,,,,,,just_trab_1grau
240,Cautelar,CPC,844,Requerente,Requerido,just_trab_1grau
248,Cível,"CF e Livro III, Título II, Capítulo X do Código de Processo Penal","5º, LXVIII da CF 647 a 667 do Código de Processo Penal",,,just_trab_1grau
249,Especial,L.E.,L.9.507/97,Impetrante,Impetrado,just_trab_1grau
255,Especial,L.E.; CPC,"L 9099/95 - 57; 475, N, V",Requerentes,Requerentes,just_trab_1grau
262,Incidente,CPC,261,Impugnante,Impugnado,just_trab_1grau
267,Incidente,CPC 2015,133 a 137,Suscitante,Suscitado,just_trab_1grau
269,Comum,CPC,390,Autor,Réu ,just_trab_1grau
277,Incidental,CPC 2015 ,Diversos,Requerente,Requerido,just_trab_1grau
284,,CLT,arts. 853 e ss,Requerente,Requerido,just_trab_1grau
299,,CPC,932,,,just_trab_1grau
303,,CPC,867 a 873,,,just_trab_1grau
311,Cautelar,CPC,861,Requerente,Requerido,just_trab_1grau
325,Especial,CF; Lei 12016/2009,"5º, LXIX; 1º",Impetrante,Impetrado,just_trab_1grau
326,Especial,CF; Lei 8437/92; Lei 12016/2009,"5º, LXX; 2º; 21 a 23",Impetrante,Impetrado,just_trab_1grau
336,Especial,CPC,1.102A ,Autor,Réu,just_trab_1grau
342,,CPC,867 a 873,,,just_trab_1grau
348,Incidente,CPC,56,Opoente,Oposto,just_trab_1grau
360,Pré-Processual,"Lei 13.140/2015, CLT, Resolução CNJ 125/2010 e RITST","Art. 1º (Lei 13.140/2015), art. 764 (CLT), art. 4º (Resolução CNJ 125/2010) e art. 36, IV (RITST)",Requerente,Requerido,just_trab_1grau
372,Ato,,RI e Resolução do CJF,Requerente,Requerido,just_trab_1grau
376,Especial,CPC,"914, I",Autor,Réu,just_trab_1grau
386,Incidente,"(art. 125, IV, do CPC e Res. 125/CNJ)",,REQUERENTE,REQUERIDO,just_trab_1grau
434,Cautelar,CPC 2015,381,Requerente,Requerido,just_trab_1grau
437,Cautelar,CPC,867 A 873,Requerente,Requerido,just_trab_1grau
450,Pré-processual,Resolução CNJ nº 125,,Reclamante,Reclamado,just_trab_1grau
481,,,,,,just_trab_1grau
494,,CPC,926 a 931,,,just_trab_1grau
516,Especial,CPC,1063,Autor,Réu,just_trab_1grau
540,Cautelar,CPC,822,Requerente,Requerido,just_trab_1grau
560,Tutela Provisória,CPC 2015,303 e 304,Requerente,Requerido,just_trab_1grau
561,Tutela Provisória,CPC 2015,305 a 310,Requerente,Requerido,just_trab_1grau
