classe_id,classe,classe_accents,classe_sigla
410,PROCEDIMENTOS INVESTIGATORIOS,Procedimentos Investigatórios,Inquer
289,INSOLVENCIA CIVIL,Insolvência Civil,InsCiv
294,INSTRUCAO DE RESCISORIA,Instrução de Rescisória,InsRes
288,INSANIDADE MENTAL DO ACUSADO,Insanidade Mental do Acusado,InsanAc
292,INSPECAO,Inspeção,Insp
293,INSTRUCAO,Instrução,Inst
295,INSTRUCAO PROVISORIA DE DESERCAO,Instrução Provisória de Deserção,InstProvDes
296,INSTRUCAO PROVISORIA DE INSUBMISSAO,Instrução Provisória de Insubmissão,InstProvIns
303,INTERPELACAO,Interpelação,Int
306,INTERVENCAO EM MUNICIPIO,Intervenção em Município,IntMun
298,INTERDICAO,Interdição,Interd
299,INTERDITO PROIBITORIO,Interdito Proibitório,Interdito
305,INTERPELACOES,Interpelações,Interp
309,INVENTARIO,Inventário,Invent
313,JUSTIFICACAO DE DINHEIRO A RISCO,Justificação de Dinheiro a Risco,JuDiRi
19,ACAO PENAL DE COMPETENCIA DO JURI,Ação Penal de Competência do Júri,Juri
312,JUSTIFICACAO CRIMINAL,Justificação Criminal,JustCrim
311,JUSTIFICACAO,Justificação,Justif
317,LIQUIDACAO DE SENTENCA,Liquidação de Sentença,LS
322,LISTA TRIPLICE,Lista Tríplice,LT
320,LIQUIDACAO PROVISORIA DE SENTENCA PELO PROCEDIMENTO COMUM,Liquidação Provisória de Sentença pelo Procedimento Comum,LiPrAr
321,LIQUIDACAO PROVISORIA POR ARBITRAMENTO,Liquidação Provisória por Arbitramento,LiPrAr
315,LIBERDADE ASSISTIDA,Liberdade Assistida,LibAss
314,LIBERDADE,Liberdade,Liberd
319,LIQUIDACAO POR ARBITRAMENTO,Liquidação por Arbitramento,LiqArb
318,LIQUIDACAO DE SENTENCA PELO PROCEDIMENTO COMUM,Liquidação de Sentença pelo Procedimento Comum,LiqArt
214,EXCECAO DE LITISPENDENCIA,Exceção de Litispendência,Litisp
323,LIVRAMENTO CONDICIONAL,Livramento Condicional,LivCond
327,MEDIDA CAUTELAR,Medida Cautelar,MC
324,MANDADO DE INJUNCAO,Mandado de Injunção,MI
332,MEDIDAS INVESTIGATORIAS SOBRE ORGANIZACOES CRIMINOSAS,Medidas Investigatórias Sobre Organizações Criminosas,MISOC
390,PROCEDIMENTO DE CUMPRIMENTO DE SENTENCADECISAO,Procedimento de Cumprimento de Sentença/Decisão,MPCA
330,MEDIDAS DE PROTECAO A CRIANCA E ADOLESCENTE,Medidas de Proteção à Criança e Adolescente,MPCA
334,MEDIDAS PROTETIVAS DE URGENCIA LEI MARIA DA PENHA,Medidas Protetivas de urgência (Lei Maria da Penha),MPUMP
325,MANDADO DE SEGURANCA,Mandado de Segurança,MS
326,MANDADO DE SEGURANCA COLETIVO,Mandado de Segurança Coletivo,MSCol
328,MEDIDAS ASSECURATORIAS,Medidas Assecuratórias,MedAss
329,MEDIDAS CAUTELARES,Medidas Cautelares,MedCau
331,MEDIDAS GARANTIDORAS,Medidas Garantidoras,MedGar
333,MEDIDAS PREPARATORIAS,Medidas Preparatórias,MedPre
336,MONITORIA,Monitória,Monito
339,NOTA TECNICA,Nota Técnica,NTec
337,NATURALIZACAO,Naturalização,Natura
344,NOTIFICACAO PARA EXPLICACOES LEI DE IMPRENSA,Notificação para Explicações (Lei de Imprensa),NoImpr
342,NOTIFICACAO,Notificação,Not
343,NOTIFICACAO PARA EXPLICACOES,Notificação para Explicações,NotExp
341,NOTICIACRIME,Notícia-Crime,Notici
345,NUNCIACAO DE OBRA NOVA,Nunciação de Obra Nova,NunciObr
351,OUTROS INCIDENTES DE EXECUCAO INICIADOS DE OFICIO,Outros Incidentes de Execução Iniciados de Ofício,OIncExInOf
353,OUTROS PROCEDIMENTOS DE JURISDICAO VOLUNTARIA,Outros procedimentos de jurisdição voluntária,OPJV
346,OBRIGACAO DE REPARAR O DANO,Obrigação de Reparar o Dano,ObReDa
347,OPCAO DE NACIONALIDADE,Opção de Nacionalidade,OpcNac
348,OPOSICAO,Oposição,Oposic
349,ORGANIZACAO E FISCALIZACAO DE FUNDACAO,Organização e Fiscalização de Fundação,OrFiFu
350,OUTRAS MEDIDAS PROVISIONAIS,Outras medidas provisionais,OuMePr
352,OUTROS PROCEDIMENTOS,Outros Procedimentos,OutPro
414,PROCESSO ADMINISTRATIVO,Processo Administrativo,PA
415,PROCESSO ADMINISTRATIVO DISCIPLINAR EM FACE DE MAGISTRADO,Processo Administrativo Disciplinar em face de Magistrado,PADMag
416,PROCESSO ADMINISTRATIVO DISCIPLINAR EM FACE DE SERVIDOR,Processo Administrativo Disciplinar em face de Servidor,PADServ
354,PARECER DE MERITO SOBRE ANTEPROJETO DE LEI,Parecer de Mérito sobre Anteprojeto de Lei,PAM
434,PRODUCAO ANTECIPADA DA PROVA,Produção Antecipada da Prova,PAP
355,PEDIDO DE ARQUIVAMENTO EM REPRESENTACAO CRIMINAL,Pedido de Arquivamento em Representação Criminal,PARC
356,PEDIDO DE AVOCACAO,Pedido de Avocação,PAv
357,PEDIDO DE BUSCA E APREENSAO CRIMINAL,Pedido de Busca e Apreensão Criminal,PBAC
375,PRESTACAO DE CONTAS,Prestação de Contas,PC
419,PROCESSO CRIME,Processo Crime,PC
389,PROCEDIMENTO DE CONTROLE ADMINISTRATIVO,Procedimento de Controle Administrativo,PCA
386,PROCEDIMENTO CONCILIATORIO,Procedimento Conciliatório,PCON
358,PEDIDO DE DESAFORAMENTO,Pedido de Desaforamento,PD
396,PROCEDIMENTO ESPECIAL DOS CRIMES DE ABUSO DE AUTORIDADE,Procedimento Especial dos Crimes de Abuso de Autoridade,PECAA
429,PROCESSO ESPECIAL DO CODIGO DE PROCESSO PENAL,Processo Especial do Código de Processo Penal,PECPP
409,PROCEDIMENTOS ESPECIAIS DE JURISDICAO VOLUNTARIA,Procedimentos Especiais de Jurisdição Voluntária,PEJV
428,PROCESSO ESPECIAL DE LEIS ESPARSAS,Processo Especial de Leis Esparsas,PELE
430,PROCESSO JUDICIAL,Processo Judicial,PJ
393,PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL,Procedimento do Juizado Especial Cível,PJEC
360,PEDIDO DE MEDIACAO PREPROCESSUAL,Pedido de Mediação Pré-Processual,PMPP
366,PEDIDO DE PROVIDENCIAS,Pedido de Providências,PP
436,PROPAGANDA PARTIDARIA,Propaganda Partidária,PP
378,PRISAO PREVENTIVA PARA EXTRADICAO,Prisão Preventiva para Extradição,PPE
411,PROCEDIMENTOS REGIDOS POR OUTROS CODIGOS LEIS ESPARSAS E REGIMENTOS,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",PROCLER
420,PROCESSO CRIMINAL,PROCESSO CRIMINAL,PROCRI
368,PEDIDO DE RESPOSTA OU RETIFICACAO DA LEI DE IMPRENSA,Pedido de Resposta ou Retificação da Lei de Imprensa,PRRI
369,PEDIDO DE REVISAO DO VALOR DA CAUSA,Pedido de Revisão do Valor da Causa,PRVC
370,PEDIDO DE UNIFORMIZACAO DE INTERPRETACAO DE LEI,Pedido de Uniformização de Interpretação de Lei,PUIL
364,PEDIDO DE PRISAO PREVENTIVA,Pedido de Prisão Preventiva,PePrPr
365,PEDIDO DE PRISAO TEMPORARIA,Pedido de Prisão Temporária,PePrTe
362,PEDIDO DE PRISAO,Pedido de Prisão,PedPri
372,PETICAO,Petição,Pet
373,POSSE EM NOME DO NASCITURO,Posse em Nome do Nascituro,PoNoNa
371,PERDA OU SUSPENSAO DO PODER FAMILIAR,Perda ou Suspensão do Poder Familiar,PodFam
422,PROCESSO DE APURACAO DE ATO INFRACIONAL,Processo de Apuração de Ato Infracional,PrApIn
9,ACAO DE EXIGIR CONTAS,Ação de Exigir Contas,PrCoEx
376,PRESTACAO DE CONTAS OFERECIDAS,Prestação de Contas - Oferecidas,PrCoOf
395,PROCEDIMENTO ESPECIAL DA LEI ANTITOXICOS,Procedimento Especial da Lei Antitóxicos,PrEsAn
438,PROTESTO FORMADO A BORDO,Protesto Formado a Bordo,PrFoBo
439,PROTESTO POR NOVO JURI,Protesto por Novo Júri,PrNoJu
377,PRESTACAO DE SERVICOS A COMUNIDADE,Prestação de Serviços a Comunidade,PrSeCo
431,PROCESSO SUMARIO DETENCAO,Processo Sumário (Detenção),PrSuD
374,PRECATORIO,Precatório,Prc
432,PROCESSOS CAUTELARES,Processos Cautelares,ProCau
423,PROCESSO DE CONHECIMENTO,Processo de Conhecimento,ProCon
407,PROCEDIMENTOS ESPECIAIS,Procedimentos Especiais,ProEsp
427,PROCESSO ESPECIAL,Processo Especial,ProEsp
424,PROCESSO DE EXECUCAO,Processo de Execução,ProExe
316,LIBERDADE PROVISORIA COM OU SEM FIANCA,Liberdade Provisória com ou sem fiança,ProFia
440,PROVIDENCIA,Providência ,ProJui
392,PROCEDIMENTO DE LIQUIDACAO,Procedimento de Liquidação,ProLiq
385,PROCEDIMENTO COMUM,Procedimento Comum,ProOrd
401,PROCEDIMENTO SUMARIO,Procedimento Sumário,ProSum
394,PROCEDIMENTO DO JUIZADO ESPECIAL CRIMINAL SUMARIISSIMO,Procedimento do Juizado Especial Criminal - Sumariíssimo,ProSum
421,PROCESSO DE APLICACAO DE MEDIDA DE SEGURANCA POR FATO NAO CRIMINOSO,Processo de Aplicação de Medida de Segurança Por Fato Não Criminoso,ProcApMSeg
435,PROGRESSAO DE REGIME,Progressão de Regime,ProgRem
437,PROTESTO,Protesto,Protes
441,QUEIXA CRIME,Queixa Crime,QC
442,QUESTAO DE ORDEM,Questão de Ordem,QO
443,QUESTOES E PROCESSOS INCIDENTES,Questões e Processos Incidentes,QuPrIn
367,PEDIDO DE QUEBRA DE SIGILO DE DADOS EOU TELEFONICO,Pedido de Quebra de Sigilo de Dados e/ou Telefônico,QuebSig
456,RECURSO DE APREENSAO DE LIVRO,Recurso de Apreensão de Livro,RAL
455,RECURSO CRIMINAL,Recurso Criminal,RC
517,RESTITUICAO DE COISA OU DINHEIRO NA FALENCIA DO DEVEDOR EMPRESARIO,Restituição de Coisa ou Dinheiro na Falência do Devedor Empresário,RCDFDE
454,RECURSO CONTRA EXPEDICAO DE DIPLOMA,Recurso contra Expedição de Diploma,RCED
486,REGISTRO DE COMITE FINANCEIRO,Registro de Comitê Financeiro,RCF
484,REGISTRO DE CANDIDATURA,Registro de Candidatura,RCand
463,RECURSO ELEITORAL,Recurso Eleitoral,RE
473,RECURSO EXTRAORDINARIO,Recurso Extraordinário,RE
511,REPRESENTACAO POR EXCESSO DE PRAZO,Representação por Excesso de Prazo,REP
471,RECURSO ESPECIAL,Recurso Especial,REsp
472,RECURSO ESPECIAL ELEITORAL,Recurso Especial Eleitoral,REspe
449,RECLAMACAO PARA GARANTIA DAS DECISOES,Reclamação para Garantia das Decisões,RGD
464,RECURSO EM HABEAS CORPUS,Recurso em Habeas Corpus,RHC
465,RECURSO EM HABEAS DATA,Recurso em Habeas Data,RHD
526,REVISAO JUDICIAL DE DECISAO DO CONSELHO TUTELAR,Revisão Judicial de Decisão do Conselho Tutelar,RJDCT
457,RECURSO DE LIQUIDACAO DE SENTENCA,Recurso de Liquidação de Sentença,RLS
459,RECURSO DE MULTA,Recurso de Multa,RM
466,RECURSO EM MANDADO DE INJUNCAO,Recurso em Mandado de Injunção,RMI
478,RECURSO ORDINARIO EM MANDADO DE SEGURANCA,Recurso Ordinário em Mandado de Segurança,RMS
467,RECURSO EM MANDADO DE SEGURANCA,Recurso em Mandado de Segurança,RMS
520,RETIFICACAO DE NOME ESTRANGEIRO,Retificação de Nome Estrangeiro,RNE
476,RECURSO ORDINARIO,Recurso Ordinário,RO
477,RECURSO ORDINARIO EM HABEAS CORPUS,Recurso Ordinário em Habeas Corpus,ROHC
487,REGISTRO DE ORGAO DE PARTIDO POLITICO EM FORMACAO,Registro de Órgão de Partido Político em Formação,ROPPF
504,RENOVACAO DE PERMANENCIA EM ESTABELECIMENTO PENAL FEDERAL,Renovação de Permanência em Estabelecimento Penal Federal,RPEPF
488,REGISTRO DE PARTIDO POLITICO,Registro de Partido Político,RPP
514,REQUISICAO DE PEQUENO VALOR,Requisição de Pequeno Valor,RPV
529,ROTEIRO DE PENA,Roteiro de Pena,RPen
460,RECURSO DE REVISTA,Recurso de Revista,RR
462,RECURSO DE SENTENCA CRIMINAL,Recurso de Sentença Criminal,RSCr
469,RECURSO EM SENTIDO ESTRITO,Recurso em Sentido Estrito,RSE
29,ACAO TRABALHISTA RITO SUMARIO ALCADA,Ação Trabalhista - Rito Sumário (Alçada),RTAlç
28,ACAO TRABALHISTA RITO ORDINARIO,Ação Trabalhista - Rito Ordinário,RTOrd
30,ACAO TRABALHISTA RITO SUMARISSIMO,Ação Trabalhista - Rito Sumaríssimo,RTSum
445,RECLAMACAO,Reclamação,Rcl
447,RECLAMACAO DISCIPLINAR,Reclamação Disciplinar,RclDisc
450,RECLAMACAO PREPROCESSUAL,Reclamação Pré-processual,RclPP
485,REGISTRO DE CASAMENTO NUNCUPATIVO,Registro de Casamento Nuncupativo,ReCaNu
518,RESTITUICAO DE COISAS APREENDIDAS,Restituição de Coisas Apreendidas,ReCoAp
519,RESTITUICAO DE COISAS APREENDIDAS INFRACIONAL,Restituição de Coisas Apreendidas - Infracional,ReCoApInf
501,REMICAO DO IMOVEL HIPOTECADO,Remição do Imóvel Hipotecado,ReImHi
458,RECURSO DE MEDIDA CAUTELAR,Recurso de Medida Cautelar,ReMeCa
444,REABILITACAO,Reabilitação,Reabil
453,RECURSO ADMINISTRATIVO,Recurso Administrativo,RecAdm
451,RECUPERACAO EXTRAJUDICIAL,Recuperação Extrajudicial,RecExt
475,RECURSO INOMINADO,Recurso Inominado,RecIno
452,RECUPERACAO JUDICIAL,Recuperação Judicial,RecJud
446,RECLAMACAO CRIMINAL,Reclamação Criminal,ReclCrim
482,REEXAME NECESSARIO,Reexame Necessário,ReeNec
498,REMESSA NECESSARIA,Remessa Necessária,ReeNec
483,REEXAME NECESSARIO RECURSO ORDINARIO,Reexame Necessário / Recurso Ordinário,Reenec/RO
491,REGULACAO DE AVARIA GROSSA,Regulação de Avaria Grossa,RegAvaG
493,REGULARIZACAO DE REGISTRO CIVIL,Regularização de Registro Civil,RegRegCiv
490,REGRESSAO DE REGIME,Regressão de Regime,RegRem
489,REGISTRO TORRENS,Registro Torrens,RegTor
492,REGULAMENTACAO DE VISITAS,Regulamentação de Visitas,RegVis
496,RELATORIO FALIMENTAR,Relatório Falimentar,RelFal
495,RELATORIO DE INVESTIGACOES,Relatório de Investigações,RelInv
497,RELAXAMENTO DE PRISAO,Relaxamento de Prisão,RelPri
499,REMICAO,Remição,Rem
502,REMOCAO DE INVENTARIANTE,Remoção de Inventariante,RemInv
500,REMICAO DE PENA,Remição de Pena,RemPena
505,RENOVATORIA DE LOCACAO,Renovatória de Locação,RenLoc
512,REQUERIMENTO DE APREENSAO DE VEICULO,Requerimento de Apreensão de Veículo,ReqAV
513,REQUERIMENTO DE REINTEGRACAO DE POSSE,Requerimento de Reintegração de Posse,ReqRP
516,RESTAURACAO DE AUTOS,Restauração de Autos,ResAut
515,RESTABELECIMENTO DO PODER FAMILIAR,Restabelecimento do Poder Familiar,ResFam
527,REVISIONAL DE ALUGUEL,Revisional de Aluguel,RevAlu
525,REVISAO DISCIPLINAR,Revisão Disciplinar,RevDis
112,CARTA ROGATORIA CIVEL,Carta Rogatória Cível,Rogato
506,REPRESENTACAO,Representação,Rp
508,REPRESENTACAO CRIMINALNOTICIA DE CRIME,Representação Criminal/Notícia de Crime,RpCr
507,REPRESENTACAO CRIMINAL,Representação Criminal,RpCr
494,REINTEGRACAO MANUTENCAO DE POSSE,Reintegração / Manutenção de Posse,RtPosse
523,REVISAO CRIMINAL,Revisão Criminal,RvC
524,REVISAO DE ELEITORADO,Revisão de Eleitorado,RvE
534,SENTENCA ARBITRAL,Sentença Arbitral,SA
548,SUSPENSAO DE DIREITOS,Suspensão de Direitos,SD
541,SINDICANCIA,Sindicância,SD
535,SENTENCA ESTRANGEIRA,Sentença Estrangeira,SE
536,SENTENCA ESTRANGEIRA CONTESTADA,Sentença Estrangeira Contestada,SEC
546,SUPRIMENTO DE CAPACIDADE OU DE CONSENTIMENTO PARA CASAR,Suprimento de Capacidade ou de Consentimento para Casar,SICMPPC
547,SUPRIMENTO DE IDADE EOU CONSENTIMENTO,Suprimento de Idade e/ou Consentimento,SIEC
555,SUSPENSAO EM INCIDENTE DE RESOLUCAO DE DEMANDAS REPETITIVAS,Suspensão em Incidente de Resolução de Demandas Repetitivas,SIRDR
556,SUSPENSAO NACIONAL DO INCIDENTE DE RESOLUCAO DE DEMANDAS REPETITIVAS,Suspensão Nacional do Incidente de Resolução de Demandas Repetitivas,SIRDR
550,SUSPENSAO DE LIMINAR,Suspensão de Liminar,SL
552,SUSPENSAO DE LIMINAR OU ANTECIPACAO DE TUTELA,Suspensão de Liminar ou Antecipação de Tutela,SLAT
551,SUSPENSAO DE LIMINAR E DE SENTENCA,Suspensão de Liminar e de Sentença,SLS
553,SUSPENSAO DE SEGURANCA,Suspensão de Segurança,SS
554,SUSPENSAO DE TUTELA PROVISORIA,Suspensão de Tutela Provisória,STP
531,SECAO CIVEL,Seção Cível,SecCiv
532,SECAO INFRACIONAL,Seção Infracional,SecInf
533,SEMILIBERDADE,Semiliberdade,Semili
537,SEPARACAO CONSENSUAL,Separação Consensual,SepCon
538,SEPARACAO DE CORPOS,Separação de Corpos,SepCor
539,SEPARACAO LITIGIOSA,Separação Litigiosa,SepLit
540,SEQUESTRO,Seqüestro,Seques
543,SOBREPARTILHA,Sobrepartilha,Sobrep
544,SONEGADOS,Sonegados,Sonega
545,SUPERVENIENCIA DE DOENCA MENTAL,Superveniência de doença mental,SuDoMe
549,SUSPENSAO DE EXECUCAO DE SENTENCA,Suspensão de Execução de Sentença,SuExSe
215,EXCECAO DE SUSPEICAO,Exceção de Suspeição,Suspei
564,TUTELA E CURATELA REMOCAO E DISPENSA,Tutela e Curatela - Remoção e Dispensa,TCRD
562,TUTELA CC DESTITUICAO DO PODER FAMILIAR,Tutela c/c Destituição do Poder Familiar,TDPF
558,TRANSFERENCIA ENTRE ESTABELECIMENTOS PENAIS,Transferência entre estabelecimentos penais,TEEP
566,TUTELA PROVISORIA ANTECEDENTE,Tutela Provisória Antecedente,TPA
567,TUTELA PROVISORIA INCIDENTAL,Tutela Provisória Incidental,TPI
557,TERMO CIRCUNSTANCIADO,Termo Circunstanciado,TerCir
563,TUTELA E CURATELA NOMEACAO,Tutela e Curatela -  Nomeação,TuCuNo
560,TUTELA ANTECIPADA ANTECEDENTE,Tutela Antecipada Antecedente,TutAntAnt
561,TUTELA CAUTELAR ANTECEDENTE,Tutela Cautelar Antecedente,TutCautAnt
565,TUTELA PROVISORIA,Tutela Provisória,TutPro
559,TUTELA,Tutela,Tutela
568,UNIFICACAO DE PENAS,Unificação de penas,UniPen
569,USUCAPIAO,Usucapião,Usucap
32,ADMINISTRATIVO DO MP AREAMEIO,ADMINISTRATIVO DO MP (ÁREA-MEIO),
52,AGRAVOS,Agravos,
66,APELACAO REMESSA NECESARIA,Apelação / Remessa Necesária,
76,ARGUICAO DE SUSPEICAO E DE IMPEDIMENTO,Arguição de Suspeição e de Impedimento,
87,ATOS E EXPEDIENTES,Atos e expedientes,
91,AUTORIZACAO JUDICIAL,Autorização judicial,
24,ACAO PENAL PROCEDIMENTO SUMARISSIMO,Ação Penal - Procedimento Sumaríssimo,
23,ACAO PENAL PROCEDIMENTO SUMARIO,Ação Penal - Procedimento Sumário,
108,CARTA PRECATORIA DO MINISTERIO PUBLICO,Carta Precatória do Ministério Público,
129,CONSELHO DE JUSTIFICACAO,Conselho de Justificação ,
135,CONTROLE E FISCALIZACAO,Controle e Fiscalização,
153,CUMPRIMENTO PROVISORIO DE DECISAO,Cumprimento Provisório de Decisão,
152,CUMPRIMENTO DE SENTENCA CONTRA A FAZENDA PUBLICA,Cumprimento de Sentença contra a Fazenda Pública,
164,DESERCAO,Deserção,
165,DESERCAO DE OFICIAL,Deserção de Oficial,
166,DESERCAO DE PRACA,Deserção de Praça,
245,EXTRAJUDICIAIS,EXTRAJUDICIAIS,
197,EMBARGOS EM ACAO PENAL MILITAR,Embargos em Ação Penal Militar,
207,ESTAGIO PROBATORIO,Estágio Probatório,
238,EXECUCAO PROVISORIA,Execução Provisória,
223,EXECUCAO DE MEDIDA DE SEGURANCA,Execução de Medida de Segurança,
